drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,prefix
14176,29494,Fluoxetine,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,disease-phenotype-protein-drug,contraindication,"['autosomal recessive severe congenital neutropenia due to G6PC3 deficiency', 'Splenomegaly', 'CYP1A2', 'Fluoxetine']","Question: Is autosomal recessive severe congenital neutropenia due to G6PC3 deficiency an indication for Fluoxetine?
Reasoning: The disease autosomal recessive severe congenital neutropenia due to G6PC3 deficiency is associated with the phenotype Splenomegaly, which in turn affects the gene CYP1A2. This gene is not targeted by the drug Fluoxetine. These connections suggest that Fluoxetine may not be effective in treating autosomal recessive severe congenital neutropenia due to G6PC3 deficiency.
Answer: NO"
14177,27933,Duloxetine,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'CYP2D6', 'Duloxetine']","Question: Is anxiety disorder an indication for Duloxetine?
Reasoning: The disease anxiety disorder is associated with the gene CYP2D6, which is targeted by the drug Duloxetine. These connections suggest that Duloxetine may be effective in treating anxiety disorder.
Answer: YES"
15117,37703,Trimipramine,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'ABCB1', 'Trimipramine']","Question: Is neurotic disorder an indication for Trimipramine?
Reasoning: The disease neurotic disorder is associated with the gene ABCB1, which is targeted by the drug Trimipramine. These connections suggest that Trimipramine may be effective in treating neurotic disorder.
Answer: YES"
14310,37703,Doxepin,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'CHRM2', 'Doxepin']","Question: Is neurotic disorder an indication for Doxepin?
Reasoning: The disease neurotic disorder is associated with the gene CHRM2, which is targeted by the drug Doxepin. These connections suggest that Doxepin may be effective in treating neurotic disorder.
Answer: YES"
15078,36693,Tramadol,substance-related disorder,disease-protein-drug,contraindication,"['substance-related disorder', 'OPRM1', 'Tramadol']","Question: Is substance-related disorder an indication for Tramadol?
Reasoning: The disease substance-related disorder is associated with the gene OPRM1, which is not targeted by the drug Tramadol. These connections suggest that Tramadol may not be effective in treating substance-related disorder.
Answer: NO"
14140,28780,Ziprasidone,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Seizure', 'ADRA1B', 'Ziprasidone']","Question: Is Alzheimer disease an indication for Ziprasidone?
Reasoning: The disease Alzheimer disease is associated with the phenotype Seizure, which in turn affects the gene ADRA1B. This gene is not targeted by the drug Ziprasidone. These connections suggest that Ziprasidone may not be effective in treating Alzheimer disease.
Answer: NO"
15176,36937,Everolimus,clear cell renal carcinoma,disease-protein-drug,indication,"['clear cell renal carcinoma', 'MTOR', 'Everolimus']","Question: Is clear cell renal carcinoma an indication for Everolimus?
Reasoning: The disease clear cell renal carcinoma is associated with the gene MTOR, which is targeted by the drug Everolimus. These connections suggest that Everolimus may be effective in treating clear cell renal carcinoma.
Answer: YES"
14206,35641,Chloroquine,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'ABCB1', 'Chloroquine']","Question: Is epilepsy an indication for Chloroquine?
Reasoning: The disease epilepsy is associated with the gene ABCB1, which is not targeted by the drug Chloroquine. These connections suggest that Chloroquine may not be effective in treating epilepsy.
Answer: NO"
14156,83760,Amitriptyline,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'SLC6A4', 'Amitriptyline']","Question: Is dysthymic disorder an indication for Amitriptyline?
Reasoning: The disease dysthymic disorder is associated with the gene SLC6A4, which is targeted by the drug Amitriptyline. These connections suggest that Amitriptyline may be effective in treating dysthymic disorder.
Answer: YES"
16011,38242,Loxapine,bipolar disorder,disease-protein-drug,indication,"['bipolar disorder', 'HTR5A', 'Loxapine']","Question: Is bipolar disorder an indication for Loxapine?
Reasoning: The disease bipolar disorder is associated with the gene HTR5A, which is targeted by the drug Loxapine. These connections suggest that Loxapine may be effective in treating bipolar disorder.
Answer: YES"
14336,31493,Ephedrine,pancreatitis,disease-protein-drug,contraindication,"['pancreatitis', 'ALB', 'Ephedrine']","Question: Is pancreatitis an indication for Ephedrine?
Reasoning: The disease pancreatitis is associated with the gene ALB, which is not targeted by the drug Ephedrine. These connections suggest that Ephedrine may not be effective in treating pancreatitis.
Answer: NO"
15006,28396,Iloperidone,multiple system atrophy,disease-phenotype-protein-drug,contraindication,"['multiple system atrophy', 'Rigidity', 'CYP2D6', 'Iloperidone']","Question: Is multiple system atrophy an indication for Iloperidone?
Reasoning: The disease multiple system atrophy is associated with the phenotype Rigidity, which in turn affects the gene CYP2D6. This gene is not targeted by the drug Iloperidone. These connections suggest that Iloperidone may not be effective in treating multiple system atrophy.
Answer: NO"
14196,28052,Propranolol,hypertrophic cardiomyopathy,disease-phenotype-protein-drug,indication,"['hypertrophic cardiomyopathy', 'Hepatomegaly', 'CYP1A2', 'Propranolol']","Question: Is hypertrophic cardiomyopathy an indication for Propranolol?
Reasoning: The disease hypertrophic cardiomyopathy is associated with the phenotype Hepatomegaly, which in turn affects the gene CYP1A2. This gene is targeted by the drug Propranolol. These connections suggest that Propranolol may be effective in treating hypertrophic cardiomyopathy.
Answer: YES"
15297,37703,Secobarbital,neurotic disorder,disease-protein-drug,contraindication,"['neurotic disorder', 'CHRNA4', 'Secobarbital']","Question: Is neurotic disorder an indication for Secobarbital?
Reasoning: The disease neurotic disorder is associated with the gene CHRNA4, which is not targeted by the drug Secobarbital. These connections suggest that Secobarbital may not be effective in treating neurotic disorder.
Answer: NO"
14229,36241,Tretinoin,hepatitis,disease-protein-drug,contraindication,"['hepatitis', 'ALB', 'Tretinoin']","Question: Is hepatitis an indication for Tretinoin?
Reasoning: The disease hepatitis is associated with the gene ALB, which is not targeted by the drug Tretinoin. These connections suggest that Tretinoin may not be effective in treating hepatitis.
Answer: NO"
14729,28542,Cimetidine,mastocytosis,disease-phenotype-protein-drug,indication,"['mastocytosis', 'Pruritus', 'ABCB11', 'Cimetidine']","Question: Is mastocytosis an indication for Cimetidine?
Reasoning: The disease mastocytosis is associated with the phenotype Pruritus, which in turn affects the gene ABCB11. This gene is targeted by the drug Cimetidine. These connections suggest that Cimetidine may be effective in treating mastocytosis.
Answer: YES"
14030,32563,Prednisolone,heparin-induced thrombocytopenia (disease),disease-phenotype-protein-drug,indication,"['heparin-induced thrombocytopenia (disease)', 'Thrombocytopenia', 'ALB', 'Prednisolone']","Question: Is heparin-induced thrombocytopenia (disease) an indication for Prednisolone?
Reasoning: The disease heparin-induced thrombocytopenia (disease) is associated with the phenotype Thrombocytopenia, which in turn affects the gene ALB. This gene is targeted by the drug Prednisolone. These connections suggest that Prednisolone may be effective in treating heparin-induced thrombocytopenia (disease).
Answer: YES"
14137,27286,Butabarbital,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'GABRA5', 'Butabarbital']","Question: Is galactosemia an indication for Butabarbital?
Reasoning: The disease galactosemia is associated with the phenotype Seizure, which in turn affects the gene GABRA5. This gene is not targeted by the drug Butabarbital. These connections suggest that Butabarbital may not be effective in treating galactosemia.
Answer: NO"
14212,36035,Verapamil,hypertension,disease-protein-drug,indication,"['hypertension', 'CYP3A5', 'Verapamil']","Question: Is hypertension an indication for Verapamil?
Reasoning: The disease hypertension is associated with the gene CYP3A5, which is targeted by the drug Verapamil. These connections suggest that Verapamil may be effective in treating hypertension.
Answer: YES"
14772,37564,Aminosalicylic acid,gastric ulcer (disease),disease-protein-drug,contraindication,"['gastric ulcer (disease)', 'PTGS2', 'Aminosalicylic acid']","Question: Is gastric ulcer (disease) an indication for Aminosalicylic acid?
Reasoning: The disease gastric ulcer (disease) is associated with the gene PTGS2, which is not targeted by the drug Aminosalicylic acid. These connections suggest that Aminosalicylic acid may not be effective in treating gastric ulcer (disease).
Answer: NO"
15124,28974,Biperiden,early-onset parkinsonism-intellectual disability syndrome,disease-phenotype-protein-drug,indication,"['early-onset parkinsonism-intellectual disability syndrome', 'Rigidity', 'CYP2D6', 'Biperiden']","Question: Is early-onset parkinsonism-intellectual disability syndrome an indication for Biperiden?
Reasoning: The disease early-onset parkinsonism-intellectual disability syndrome is associated with the phenotype Rigidity, which in turn affects the gene CYP2D6. This gene is targeted by the drug Biperiden. These connections suggest that Biperiden may be effective in treating early-onset parkinsonism-intellectual disability syndrome.
Answer: YES"
14273,31493,Azathioprine,pancreatitis,disease-protein-drug,contraindication,"['pancreatitis', 'ALB', 'Azathioprine']","Question: Is pancreatitis an indication for Azathioprine?
Reasoning: The disease pancreatitis is associated with the gene ALB, which is not targeted by the drug Azathioprine. These connections suggest that Azathioprine may not be effective in treating pancreatitis.
Answer: NO"
17305,83760,Protriptyline,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'SLC6A4', 'Protriptyline']","Question: Is dysthymic disorder an indication for Protriptyline?
Reasoning: The disease dysthymic disorder is associated with the gene SLC6A4, which is targeted by the drug Protriptyline. These connections suggest that Protriptyline may be effective in treating dysthymic disorder.
Answer: YES"
20332,30094,Adomiparin,antithrombin III deficiency,disease-phenotype-protein-drug,contraindication,"['antithrombin III deficiency', 'Spontaneous abortion', 'IL24', 'Adomiparin']","Question: Is antithrombin III deficiency an indication for Adomiparin?
Reasoning: The disease antithrombin III deficiency is associated with the phenotype Spontaneous abortion, which in turn affects the gene IL24. This gene is not targeted by the drug Adomiparin. These connections suggest that Adomiparin may not be effective in treating antithrombin III deficiency.
Answer: NO"
14597,31168,Dapsone,pyruvate dehydrogenase E3 deficiency,disease-phenotype-protein-drug,contraindication,"['pyruvate dehydrogenase E3 deficiency', 'Seizure', 'PTGS2', 'Dapsone']","Question: Is pyruvate dehydrogenase E3 deficiency an indication for Dapsone?
Reasoning: The disease pyruvate dehydrogenase E3 deficiency is associated with the phenotype Seizure, which in turn affects the gene PTGS2. This gene is not targeted by the drug Dapsone. These connections suggest that Dapsone may not be effective in treating pyruvate dehydrogenase E3 deficiency.
Answer: NO"
14275,32617,Doxorubicin,hereditary breast ovarian cancer syndrome,disease-protein-drug,indication,"['hereditary breast ovarian cancer syndrome', 'XDH', 'Doxorubicin']","Question: Is hereditary breast ovarian cancer syndrome an indication for Doxorubicin?
Reasoning: The disease hereditary breast ovarian cancer syndrome is associated with the gene XDH, which is targeted by the drug Doxorubicin. These connections suggest that Doxorubicin may be effective in treating hereditary breast ovarian cancer syndrome.
Answer: YES"
14686,38512,Clomifene,female infertility,disease-protein-drug,indication,"['female infertility', 'ESR1', 'Clomifene']","Question: Is female infertility an indication for Clomifene?
Reasoning: The disease female infertility is associated with the gene ESR1, which is targeted by the drug Clomifene. These connections suggest that Clomifene may be effective in treating female infertility.
Answer: YES"
14223,37717,Risperidone,autism spectrum disorder,disease-protein-drug,indication,"['autism spectrum disorder', 'DRD1', 'Risperidone']","Question: Is autism spectrum disorder an indication for Risperidone?
Reasoning: The disease autism spectrum disorder is associated with the gene DRD1, which is targeted by the drug Risperidone. These connections suggest that Risperidone may be effective in treating autism spectrum disorder.
Answer: YES"
18036,33575,Bacitracin,diabetes mellitus (disease),disease-protein-drug,contraindication,"['diabetes mellitus (disease)', 'BCL2', 'Bacitracin']","Question: Is diabetes mellitus (disease) an indication for Bacitracin?
Reasoning: The disease diabetes mellitus (disease) is associated with the gene BCL2, which is not targeted by the drug Bacitracin. These connections suggest that Bacitracin may not be effective in treating diabetes mellitus (disease).
Answer: NO"
14028,28830,Hydrocortisone,"leukemia, lymphocytic, susceptibility to",disease-protein-drug,indication,"['leukemia, lymphocytic, susceptibility to', 'ABCB1', 'Hydrocortisone']","Question: Is leukemia, lymphocytic, susceptibility to an indication for Hydrocortisone?
Reasoning: The disease leukemia, lymphocytic, susceptibility to is associated with the gene ABCB1, which is targeted by the drug Hydrocortisone. These connections suggest that Hydrocortisone may be effective in treating leukemia, lymphocytic, susceptibility to.
Answer: YES"
14144,29865,Topiramate,Lennox-Gastaut syndrome,disease-protein-drug,indication,"['Lennox-Gastaut syndrome', 'SCN1A', 'Topiramate']","Question: Is Lennox-Gastaut syndrome an indication for Topiramate?
Reasoning: The disease Lennox-Gastaut syndrome is associated with the gene SCN1A, which is targeted by the drug Topiramate. These connections suggest that Topiramate may be effective in treating Lennox-Gastaut syndrome.
Answer: YES"
14187,29646,Erlotinib,hepatocellular carcinoma,disease-phenotype-protein-drug,contraindication,"['hepatocellular carcinoma', 'Hepatomegaly', 'ALB', 'Erlotinib']","Question: Is hepatocellular carcinoma an indication for Erlotinib?
Reasoning: The disease hepatocellular carcinoma is associated with the phenotype Hepatomegaly, which in turn affects the gene ALB. This gene is not targeted by the drug Erlotinib. These connections suggest that Erlotinib may not be effective in treating hepatocellular carcinoma.
Answer: NO"
15148,83841,Escitalopram,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'HTR1A', 'Escitalopram']","Question: Is endogenous depression an indication for Escitalopram?
Reasoning: The disease endogenous depression is associated with the gene HTR1A, which is targeted by the drug Escitalopram. These connections suggest that Escitalopram may be effective in treating endogenous depression.
Answer: YES"
15117,83760,Trimipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'HTR2C', 'Trimipramine']","Question: Is dysthymic disorder an indication for Trimipramine?
Reasoning: The disease dysthymic disorder is associated with the gene HTR2C, which is targeted by the drug Trimipramine. These connections suggest that Trimipramine may be effective in treating dysthymic disorder.
Answer: YES"
15475,35641,Felbamate,epilepsy,disease-protein-drug,indication,"['epilepsy', 'GRIN2A', 'Felbamate']","Question: Is epilepsy an indication for Felbamate?
Reasoning: The disease epilepsy is associated with the gene GRIN2A, which is targeted by the drug Felbamate. These connections suggest that Felbamate may be effective in treating epilepsy.
Answer: YES"
14540,28313,Amoxapine,schizophrenia,disease-protein-drug,contraindication,"['schizophrenia', 'CHRM2', 'Amoxapine']","Question: Is schizophrenia an indication for Amoxapine?
Reasoning: The disease schizophrenia is associated with the gene CHRM2, which is not targeted by the drug Amoxapine. These connections suggest that Amoxapine may not be effective in treating schizophrenia.
Answer: NO"
14793,35771,Docetaxel,breast neoplasm,disease-protein-drug,indication,"['breast neoplasm', 'ABCG2', 'Docetaxel']","Question: Is breast neoplasm an indication for Docetaxel?
Reasoning: The disease breast neoplasm is associated with the gene ABCG2, which is targeted by the drug Docetaxel. These connections suggest that Docetaxel may be effective in treating breast neoplasm.
Answer: YES"
14737,83821,Carboplatin,malignant Sertoli-Leydig cell tumor of ovary,disease-protein-drug,indication,"['malignant Sertoli-Leydig cell tumor of ovary', 'ATP7B', 'Carboplatin']","Question: Is malignant Sertoli-Leydig cell tumor of ovary an indication for Carboplatin?
Reasoning: The disease malignant Sertoli-Leydig cell tumor of ovary is associated with the gene ATP7B, which is targeted by the drug Carboplatin. These connections suggest that Carboplatin may be effective in treating malignant Sertoli-Leydig cell tumor of ovary.
Answer: YES"
14023,32505,Triamcinolone,tuberculosis,disease-phenotype-protein-drug,contraindication,"['tuberculosis', 'Fever', 'PTGS2', 'Triamcinolone']","Question: Is tuberculosis an indication for Triamcinolone?
Reasoning: The disease tuberculosis is associated with the phenotype Fever, which in turn affects the gene PTGS2. This gene is not targeted by the drug Triamcinolone. These connections suggest that Triamcinolone may not be effective in treating tuberculosis.
Answer: NO"
14176,83841,Fluoxetine,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'CYP2C9', 'Fluoxetine']","Question: Is endogenous depression an indication for Fluoxetine?
Reasoning: The disease endogenous depression is associated with the gene CYP2C9, which is targeted by the drug Fluoxetine. These connections suggest that Fluoxetine may be effective in treating endogenous depression.
Answer: YES"
16014,28780,Chlorprothixene,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Memory impairment', 'PSEN1', 'Chlorprothixene']","Question: Is Alzheimer disease an indication for Chlorprothixene?
Reasoning: The disease Alzheimer disease is associated with the phenotype Memory impairment, which in turn affects the gene PSEN1. This gene is not targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may not be effective in treating Alzheimer disease.
Answer: NO"
15493,32974,Bromocriptine,atypical juvenile parkinsonism,disease-phenotype-protein-drug,indication,"['atypical juvenile parkinsonism', 'Seizure', 'HTR1B', 'Bromocriptine']","Question: Is atypical juvenile parkinsonism an indication for Bromocriptine?
Reasoning: The disease atypical juvenile parkinsonism is associated with the phenotype Seizure, which in turn affects the gene HTR1B. This gene is targeted by the drug Bromocriptine. These connections suggest that Bromocriptine may be effective in treating atypical juvenile parkinsonism.
Answer: YES"
14308,36035,Carvedilol,hypertension,disease-protein-drug,indication,"['hypertension', 'VEGFA', 'Carvedilol']","Question: Is hypertension an indication for Carvedilol?
Reasoning: The disease hypertension is associated with the gene VEGFA, which is targeted by the drug Carvedilol. These connections suggest that Carvedilol may be effective in treating hypertension.
Answer: YES"
15778,27219,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'GNRHR', 'Tolazamide']","Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Reasoning: The disease hypogonadotropic hypogonadism with or without anosmia is associated with the gene GNRHR, which is not targeted by the drug Tolazamide. These connections suggest that Tolazamide may not be effective in treating hypogonadotropic hypogonadism with or without anosmia.
Answer: NO"
14207,35764,Imatinib,kidney disease,disease-protein-drug,contraindication,"['kidney disease', 'NES', 'Imatinib']","Question: Is kidney disease an indication for Imatinib?
Reasoning: The disease kidney disease is associated with the gene NES, which is not targeted by the drug Imatinib. These connections suggest that Imatinib may not be effective in treating kidney disease.
Answer: NO"
14999,35641,Quetiapine,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'DRD2', 'Quetiapine']","Question: Is epilepsy an indication for Quetiapine?
Reasoning: The disease epilepsy is associated with the gene DRD2, which is not targeted by the drug Quetiapine. These connections suggest that Quetiapine may not be effective in treating epilepsy.
Answer: NO"
14127,37765,Octreotide,cirrhosis of liver,disease-protein-drug,contraindication,"['cirrhosis of liver', 'ALB', 'Octreotide']","Question: Is cirrhosis of liver an indication for Octreotide?
Reasoning: The disease cirrhosis of liver is associated with the gene ALB, which is not targeted by the drug Octreotide. These connections suggest that Octreotide may not be effective in treating cirrhosis of liver.
Answer: NO"
14275,83802,Doxorubicin,obsolete hyperuricemia (disease),disease-protein-drug,contraindication,"['obsolete hyperuricemia (disease)', 'XDH', 'Doxorubicin']","Question: Is obsolete hyperuricemia (disease) an indication for Doxorubicin?
Reasoning: The disease obsolete hyperuricemia (disease) is associated with the gene XDH, which is not targeted by the drug Doxorubicin. These connections suggest that Doxorubicin may not be effective in treating obsolete hyperuricemia (disease).
Answer: NO"
14320,32905,Dexamethasone,Sheehan syndrome,disease-phenotype-protein-drug,contraindication,"['Sheehan syndrome', 'Nausea', 'ABCB1', 'Dexamethasone']","Question: Is Sheehan syndrome an indication for Dexamethasone?
Reasoning: The disease Sheehan syndrome is associated with the phenotype Nausea, which in turn affects the gene ABCB1. This gene is not targeted by the drug Dexamethasone. These connections suggest that Dexamethasone may not be effective in treating Sheehan syndrome.
Answer: NO"
15868,36187,Isoprenaline,coronary artery disease,disease-protein-drug,contraindication,"['coronary artery disease', 'ADRB2', 'Isoprenaline']","Question: Is coronary artery disease an indication for Isoprenaline?
Reasoning: The disease coronary artery disease is associated with the gene ADRB2, which is not targeted by the drug Isoprenaline. These connections suggest that Isoprenaline may not be effective in treating coronary artery disease.
Answer: NO"
14981,37743,Buprenorphine,hepatitis C virus infection,disease-protein-drug,contraindication,"['hepatitis C virus infection', 'CYP3A4', 'Buprenorphine']","Question: Is hepatitis C virus infection an indication for Buprenorphine?
Reasoning: The disease hepatitis C virus infection is associated with the gene CYP3A4, which is not targeted by the drug Buprenorphine. These connections suggest that Buprenorphine may not be effective in treating hepatitis C virus infection.
Answer: NO"
16014,28313,Chlorprothixene,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'HTR1A', 'Chlorprothixene']","Question: Is schizophrenia an indication for Chlorprothixene?
Reasoning: The disease schizophrenia is associated with the gene HTR1A, which is targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may be effective in treating schizophrenia.
Answer: YES"
14223,36693,Risperidone,substance-related disorder,disease-protein-drug,contraindication,"['substance-related disorder', 'CYP2D6', 'Risperidone']","Question: Is substance-related disorder an indication for Risperidone?
Reasoning: The disease substance-related disorder is associated with the gene CYP2D6, which is not targeted by the drug Risperidone. These connections suggest that Risperidone may not be effective in treating substance-related disorder.
Answer: NO"
15098,27843,Promazine,acute intermittent porphyria,disease-phenotype-protein-drug,indication,"['acute intermittent porphyria', 'Coma', 'CYP2D6', 'Promazine']","Question: Is acute intermittent porphyria an indication for Promazine?
Reasoning: The disease acute intermittent porphyria is associated with the phenotype Coma, which in turn affects the gene CYP2D6. This gene is targeted by the drug Promazine. These connections suggest that Promazine may be effective in treating acute intermittent porphyria.
Answer: YES"
17067,32977,Butobarbital,inherited porphyria,disease-phenotype-protein-drug,contraindication,"['inherited porphyria', 'Seizure', 'CHRNA7', 'Butobarbital']","Question: Is inherited porphyria an indication for Butobarbital?
Reasoning: The disease inherited porphyria is associated with the phenotype Seizure, which in turn affects the gene CHRNA7. This gene is not targeted by the drug Butobarbital. These connections suggest that Butobarbital may not be effective in treating inherited porphyria.
Answer: NO"
15116,37703,Paroxetine,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'SLC6A2', 'Paroxetine']","Question: Is neurotic disorder an indication for Paroxetine?
Reasoning: The disease neurotic disorder is associated with the gene SLC6A2, which is targeted by the drug Paroxetine. These connections suggest that Paroxetine may be effective in treating neurotic disorder.
Answer: YES"
14192,36743,Lamotrigine,partial epilepsy,disease-protein-drug,indication,"['partial epilepsy', 'DRD1', 'Lamotrigine']","Question: Is partial epilepsy an indication for Lamotrigine?
Reasoning: The disease partial epilepsy is associated with the gene DRD1, which is targeted by the drug Lamotrigine. These connections suggest that Lamotrigine may be effective in treating partial epilepsy.
Answer: YES"
15493,30093,Bromocriptine,parkinsonian-pyramidal syndrome,disease-protein-drug,indication,"['parkinsonian-pyramidal syndrome', 'ABCB1', 'Bromocriptine']","Question: Is parkinsonian-pyramidal syndrome an indication for Bromocriptine?
Reasoning: The disease parkinsonian-pyramidal syndrome is associated with the gene ABCB1, which is targeted by the drug Bromocriptine. These connections suggest that Bromocriptine may be effective in treating parkinsonian-pyramidal syndrome.
Answer: YES"
15493,33241,Bromocriptine,hereditary late onset Parkinson disease,disease-protein-drug,indication,"['hereditary late onset Parkinson disease', 'DRD2', 'Bromocriptine']","Question: Is hereditary late onset Parkinson disease an indication for Bromocriptine?
Reasoning: The disease hereditary late onset Parkinson disease is associated with the gene DRD2, which is targeted by the drug Bromocriptine. These connections suggest that Bromocriptine may be effective in treating hereditary late onset Parkinson disease.
Answer: YES"
14999,28313,Quetiapine,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'CHRM2', 'Quetiapine']","Question: Is schizophrenia an indication for Quetiapine?
Reasoning: The disease schizophrenia is associated with the gene CHRM2, which is targeted by the drug Quetiapine. These connections suggest that Quetiapine may be effective in treating schizophrenia.
Answer: YES"
14156,27655,Amitriptyline,familial long QT syndrome,disease-phenotype-protein-drug,contraindication,"['familial long QT syndrome', 'Seizure', 'SIGMAR1', 'Amitriptyline']","Question: Is familial long QT syndrome an indication for Amitriptyline?
Reasoning: The disease familial long QT syndrome is associated with the phenotype Seizure, which in turn affects the gene SIGMAR1. This gene is not targeted by the drug Amitriptyline. These connections suggest that Amitriptyline may not be effective in treating familial long QT syndrome.
Answer: NO"
17233,37888,Carbinoxamine,allergic rhinitis,disease-protein-drug,indication,"['allergic rhinitis', 'HRH1', 'Carbinoxamine']","Question: Is allergic rhinitis an indication for Carbinoxamine?
Reasoning: The disease allergic rhinitis is associated with the gene HRH1, which is targeted by the drug Carbinoxamine. These connections suggest that Carbinoxamine may be effective in treating allergic rhinitis.
Answer: YES"
14187,35764,Erlotinib,kidney disease,disease-protein-drug,contraindication,"['kidney disease', 'ALB', 'Erlotinib']","Question: Is kidney disease an indication for Erlotinib?
Reasoning: The disease kidney disease is associated with the gene ALB, which is not targeted by the drug Erlotinib. These connections suggest that Erlotinib may not be effective in treating kidney disease.
Answer: NO"
14023,32337,Triamcinolone,"combined pituitary hormone deficiencies, genetic form",disease-phenotype-protein-drug,contraindication,"['combined pituitary hormone deficiencies, genetic form', 'Seizure', 'BCHE', 'Triamcinolone']","Question: Is combined pituitary hormone deficiencies, genetic form an indication for Triamcinolone?
Reasoning: The disease combined pituitary hormone deficiencies, genetic form is associated with the phenotype Seizure, which in turn affects the gene BCHE. This gene is not targeted by the drug Triamcinolone. These connections suggest that Triamcinolone may not be effective in treating combined pituitary hormone deficiencies, genetic form.
Answer: NO"
14275,27292,Doxorubicin,glycogen storage disease,disease-phenotype-protein-drug,contraindication,"['glycogen storage disease', 'Proteinuria', 'ALB', 'Doxorubicin']","Question: Is glycogen storage disease an indication for Doxorubicin?
Reasoning: The disease glycogen storage disease is associated with the phenotype Proteinuria, which in turn affects the gene ALB. This gene is not targeted by the drug Doxorubicin. These connections suggest that Doxorubicin may not be effective in treating glycogen storage disease.
Answer: NO"
14483,33575,Estradiol valerate,diabetes mellitus (disease),disease-protein-drug,contraindication,"['diabetes mellitus (disease)', 'SHBG', 'Estradiol valerate']","Question: Is diabetes mellitus (disease) an indication for Estradiol valerate?
Reasoning: The disease diabetes mellitus (disease) is associated with the gene SHBG, which is not targeted by the drug Estradiol valerate. These connections suggest that Estradiol valerate may not be effective in treating diabetes mellitus (disease).
Answer: NO"
15148,28249,Escitalopram,major affective disorder,disease-protein-drug,contraindication,"['major affective disorder', 'SLC6A4', 'Escitalopram']","Question: Is major affective disorder an indication for Escitalopram?
Reasoning: The disease major affective disorder is associated with the gene SLC6A4, which is not targeted by the drug Escitalopram. These connections suggest that Escitalopram may not be effective in treating major affective disorder.
Answer: NO"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'CHAT', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Reasoning: The disease galactosemia is associated with the phenotype Seizure, which in turn affects the gene CHAT. This gene is not targeted by the drug Sulfabenzamide. These connections suggest that Sulfabenzamide may not be effective in treating galactosemia.
Answer: NO"
15421,31618,Temazepam,congenital central hypoventilation syndrome,disease-phenotype-protein-drug,contraindication,"['congenital central hypoventilation syndrome', 'Seizure', 'GABRA5', 'Temazepam']","Question: Is congenital central hypoventilation syndrome an indication for Temazepam?
Reasoning: The disease congenital central hypoventilation syndrome is associated with the phenotype Seizure, which in turn affects the gene GABRA5. This gene is not targeted by the drug Temazepam. These connections suggest that Temazepam may not be effective in treating congenital central hypoventilation syndrome.
Answer: NO"
16014,28780,Chlorprothixene,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Seizure', 'TRRAP', 'Chlorprothixene']","Question: Is Alzheimer disease an indication for Chlorprothixene?
Reasoning: The disease Alzheimer disease is associated with the phenotype Seizure, which in turn affects the gene TRRAP. This gene is not targeted by the drug Chlorprothixene. These connections suggest that Chlorprothixene may not be effective in treating Alzheimer disease.
Answer: NO"
15116,83840,Paroxetine,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'ADRA1A', 'Paroxetine']","Question: Is unipolar depression an indication for Paroxetine?
Reasoning: The disease unipolar depression is associated with the gene ADRA1A, which is targeted by the drug Paroxetine. These connections suggest that Paroxetine may be effective in treating unipolar depression.
Answer: YES"
14809,36860,Methyldopa,adrenal gland cancer,disease-protein-drug,contraindication,"['adrenal gland cancer', 'COMT', 'Methyldopa']","Question: Is adrenal gland cancer an indication for Methyldopa?
Reasoning: The disease adrenal gland cancer is associated with the gene COMT, which is not targeted by the drug Methyldopa. These connections suggest that Methyldopa may not be effective in treating adrenal gland cancer.
Answer: NO"
