drug_index,disease_index,drug_name,disease_name,path_type,original_relation,nodes,prefix
14194,30447,Methotrexate,"lymphoma, non-Hodgkin, familial",disease-protein-drug,indication,"['lymphoma, non-Hodgkin, familial', 'TYMS', 'Methotrexate']","Question: Is lymphoma, non-Hodgkin, familial an indication for Methotrexate?
Answer: YES"
14578,32629,Cholic Acid,familial intrahepatic cholestasis,disease-protein-drug,contraindication,"['familial intrahepatic cholestasis', 'ABCC3', 'Cholic Acid']","Question: Is familial intrahepatic cholestasis an indication for Cholic Acid?
Answer: NO"
14373,37718,Vandetanib,brain ischemia,disease-protein-drug,contraindication,"['brain ischemia', 'VEGFA', 'Vandetanib']","Question: Is brain ischemia an indication for Vandetanib?
Answer: NO"
14990,33605,Chlorpheniramine,hypotensive disorder,disease-protein-drug,contraindication,"['hypotensive disorder', 'HRH1', 'Chlorpheniramine']","Question: Is hypotensive disorder an indication for Chlorpheniramine?
Answer: NO"
14176,27933,Fluoxetine,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'SLC6A4', 'Fluoxetine']","Question: Is anxiety disorder an indication for Fluoxetine?
Answer: YES"
14269,32132,Methylprednisolone,citrullinemia,disease-phenotype-protein-drug,contraindication,"['citrullinemia', 'Vomiting', 'ABCB1', 'Methylprednisolone']","Question: Is citrullinemia an indication for Methylprednisolone?
Answer: NO"
14476,33575,Testosterone cypionate,diabetes mellitus (disease),disease-protein-drug,contraindication,"['diabetes mellitus (disease)', 'SLC22A3', 'Testosterone cypionate']","Question: Is diabetes mellitus (disease) an indication for Testosterone cypionate?
Answer: NO"
14161,83841,Olanzapine,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'CYP2C9', 'Olanzapine']","Question: Is endogenous depression an indication for Olanzapine?
Answer: YES"
14140,28396,Ziprasidone,multiple system atrophy,disease-phenotype-protein-drug,contraindication,"['multiple system atrophy', 'Tremor', 'HTR1A', 'Ziprasidone']","Question: Is multiple system atrophy an indication for Ziprasidone?
Answer: NO"
14543,83760,Desipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'CYP2D6', 'Desipramine']","Question: Is dysthymic disorder an indication for Desipramine?
Answer: YES"
17246,83791,Clofedanol,vasomotor rhinitis,disease-protein-drug,indication,"['vasomotor rhinitis', 'HRH1', 'Clofedanol']","Question: Is vasomotor rhinitis an indication for Clofedanol?
Answer: YES"
14945,29646,Sorafenib,hepatocellular carcinoma,disease-protein-drug,indication,"['hepatocellular carcinoma', 'CYP1A2', 'Sorafenib']","Question: Is hepatocellular carcinoma an indication for Sorafenib?
Answer: YES"
15446,33027,Bosentan,scleroderma (disease),disease-phenotype-protein-drug,indication,"['scleroderma (disease)', 'Pruritus', 'ABCB11', 'Bosentan']","Question: Is scleroderma (disease) an indication for Bosentan?
Answer: YES"
15087,33454,Venlafaxine,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Vomiting', 'ABCB1', 'Venlafaxine']","Question: Is neuroleptic malignant syndrome an indication for Venlafaxine?
Answer: NO"
15087,83841,Venlafaxine,endogenous depression,disease-protein-drug,indication,"['endogenous depression', 'ABCB1', 'Venlafaxine']","Question: Is endogenous depression an indication for Venlafaxine?
Answer: YES"
16011,28249,Loxapine,major affective disorder,disease-protein-drug,indication,"['major affective disorder', 'DRD2', 'Loxapine']","Question: Is major affective disorder an indication for Loxapine?
Answer: YES"
15089,36693,Codeine,substance-related disorder,disease-protein-drug,contraindication,"['substance-related disorder', 'OPRD1', 'Codeine']","Question: Is substance-related disorder an indication for Codeine?
Answer: NO"
16842,33241,Pramipexole,hereditary late onset Parkinson disease,disease-protein-drug,indication,"['hereditary late onset Parkinson disease', 'DRD2', 'Pramipexole']","Question: Is hereditary late onset Parkinson disease an indication for Pramipexole?
Answer: YES"
14202,83760,Labetalol,dysthymic disorder,disease-protein-drug,contraindication,"['dysthymic disorder', 'CYP2D6', 'Labetalol']","Question: Is dysthymic disorder an indication for Labetalol?
Answer: NO"
15338,33434,Deferasirox,beta-thalassemia intermedia,disease-phenotype-protein-drug,indication,"['beta-thalassemia intermedia', 'Decreased liver function', 'CYP1A2', 'Deferasirox']","Question: Is beta-thalassemia intermedia an indication for Deferasirox?
Answer: YES"
14320,28830,Dexamethasone,"leukemia, lymphocytic, susceptibility to",disease-protein-drug,indication,"['leukemia, lymphocytic, susceptibility to', 'CYP2C8', 'Dexamethasone']","Question: Is leukemia, lymphocytic, susceptibility to an indication for Dexamethasone?
Answer: YES"
15338,36104,Deferasirox,neutropenia,disease-protein-drug,contraindication,"['neutropenia', 'UGT1A1', 'Deferasirox']","Question: Is neutropenia an indication for Deferasirox?
Answer: NO"
14141,31618,Phenytoin,congenital central hypoventilation syndrome,disease-phenotype-protein-drug,contraindication,"['congenital central hypoventilation syndrome', 'Seizure', 'GABRA5', 'Phenytoin']","Question: Is congenital central hypoventilation syndrome an indication for Phenytoin?
Answer: NO"
14477,35738,Testosterone enanthate,endometrial carcinoma (disease),disease-protein-drug,contraindication,"['endometrial carcinoma (disease)', 'CYP11A1', 'Testosterone enanthate']","Question: Is endometrial carcinoma (disease) an indication for Testosterone enanthate?
Answer: NO"
15113,28780,Galantamine,Alzheimer disease,disease-protein-drug,indication,"['Alzheimer disease', 'BCHE', 'Galantamine']","Question: Is Alzheimer disease an indication for Galantamine?
Answer: YES"
14955,84159,Vincristine,ALK-positive large B-cell lymphoma,disease-protein-drug,indication,"['ALK-positive large B-cell lymphoma', 'ABCG2', 'Vincristine']","Question: Is ALK-positive large B-cell lymphoma an indication for Vincristine?
Answer: YES"
14999,31732,Quetiapine,myxedema,disease-phenotype-protein-drug,contraindication,"['myxedema', 'Memory impairment', 'DRD2', 'Quetiapine']","Question: Is myxedema an indication for Quetiapine?
Answer: NO"
15311,39815,Primidone,visual epilepsy,disease-protein-drug,indication,"['visual epilepsy', 'GRIA2', 'Primidone']","Question: Is visual epilepsy an indication for Primidone?
Answer: YES"
14235,29220,Estradiol,hyperlipoproteinemia,disease-phenotype-protein-drug,contraindication,"['hyperlipoproteinemia', 'Hepatomegaly', 'CYP1B1', 'Estradiol']","Question: Is hyperlipoproteinemia an indication for Estradiol?
Answer: NO"
14830,28801,Amantadine,juvenile onset Parkinson disease 19A,disease-phenotype-protein-drug,indication,"['juvenile onset Parkinson disease 19A', 'Seizure', 'CHRNA7', 'Amantadine']","Question: Is juvenile onset Parkinson disease 19A an indication for Amantadine?
Answer: YES"
14310,83751,Doxepin,torsades de pointes,disease-protein-drug,contraindication,"['torsades de pointes', 'CYP3A4', 'Doxepin']","Question: Is torsades de pointes an indication for Doxepin?
Answer: NO"
15778,27219,Tolazamide,hypogonadotropic hypogonadism with or without anosmia,disease-phenotype-protein-drug,contraindication,"['hypogonadotropic hypogonadism with or without anosmia', 'Seizure', 'PUM1', 'Tolazamide']","Question: Is hypogonadotropic hypogonadism with or without anosmia an indication for Tolazamide?
Answer: NO"
14024,28830,Prednisone,"leukemia, lymphocytic, susceptibility to",disease-protein-drug,indication,"['leukemia, lymphocytic, susceptibility to', 'CYP2C8', 'Prednisone']","Question: Is leukemia, lymphocytic, susceptibility to an indication for Prednisone?
Answer: YES"
15101,29078,Celecoxib,rheumatoid arthritis,disease-phenotype-protein-drug,indication,"['rheumatoid arthritis', 'Fever', 'PTGS2', 'Celecoxib']","Question: Is rheumatoid arthritis an indication for Celecoxib?
Answer: YES"
14737,83818,Carboplatin,primary non-gestational choriocarcinoma of ovary,disease-protein-drug,indication,"['primary non-gestational choriocarcinoma of ovary', 'ATP7B', 'Carboplatin']","Question: Is primary non-gestational choriocarcinoma of ovary an indication for Carboplatin?
Answer: YES"
15006,28313,Iloperidone,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'HTR6', 'Iloperidone']","Question: Is schizophrenia an indication for Iloperidone?
Answer: YES"
14212,28052,Verapamil,hypertrophic cardiomyopathy,disease-phenotype-protein-drug,contraindication,"['hypertrophic cardiomyopathy', 'Syncope', 'CACNA1C', 'Verapamil']","Question: Is hypertrophic cardiomyopathy an indication for Verapamil?
Answer: NO"
15117,28313,Trimipramine,schizophrenia,disease-protein-drug,contraindication,"['schizophrenia', 'CHRM4', 'Trimipramine']","Question: Is schizophrenia an indication for Trimipramine?
Answer: NO"
16011,28375,Loxapine,familial hyperprolactinemia,disease-protein-drug,contraindication,"['familial hyperprolactinemia', 'DRD2', 'Loxapine']","Question: Is familial hyperprolactinemia an indication for Loxapine?
Answer: NO"
16014,28780,Chlorprothixene,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Seizure', 'KAT8', 'Chlorprothixene']","Question: Is Alzheimer disease an indication for Chlorprothixene?
Answer: NO"
14830,32759,Amantadine,hemiparkinsonism-hemiatrophy syndrome,disease-protein-drug,indication,"['hemiparkinsonism-hemiatrophy syndrome', 'DDC', 'Amantadine']","Question: Is hemiparkinsonism-hemiatrophy syndrome an indication for Amantadine?
Answer: YES"
14783,83823,Caffeine,coronary thrombosis,disease-protein-drug,contraindication,"['coronary thrombosis', 'ADORA1', 'Caffeine']","Question: Is coronary thrombosis an indication for Caffeine?
Answer: NO"
14158,35641,Indomethacin,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'ALB', 'Indomethacin']","Question: Is epilepsy an indication for Indomethacin?
Answer: NO"
14719,37334,Epirubicin,breast carcinoma,disease-protein-drug,indication,"['breast carcinoma', 'PLA2G4A', 'Epirubicin']","Question: Is breast carcinoma an indication for Epirubicin?
Answer: YES"
14950,37888,Loratadine,allergic rhinitis,disease-phenotype-protein-drug,indication,"['allergic rhinitis', 'Allergy', 'CYP1A1', 'Loratadine']","Question: Is allergic rhinitis an indication for Loratadine?
Answer: YES"
14187,33063,Erlotinib,adult acute respiratory distress syndrome,disease-protein-drug,contraindication,"['adult acute respiratory distress syndrome', 'ALB', 'Erlotinib']","Question: Is adult acute respiratory distress syndrome an indication for Erlotinib?
Answer: NO"
15421,83760,Temazepam,dysthymic disorder,disease-protein-drug,contraindication,"['dysthymic disorder', 'GABRB3', 'Temazepam']","Question: Is dysthymic disorder an indication for Temazepam?
Answer: NO"
14269,32815,Methylprednisolone,Trichinellosis,disease-phenotype-protein-drug,indication,"['Trichinellosis', 'Nausea', 'ABCB1', 'Methylprednisolone']","Question: Is Trichinellosis an indication for Methylprednisolone?
Answer: YES"
14403,33593,Rilpivirine,obesity disorder,disease-phenotype-protein-drug,contraindication,"['obesity disorder', 'Increased body weight', 'CYP2D6', 'Rilpivirine']","Question: Is obesity disorder an indication for Rilpivirine?
Answer: NO"
14294,37703,Clonazepam,neurotic disorder,disease-protein-drug,contraindication,"['neurotic disorder', 'GABRA3', 'Clonazepam']","Question: Is neurotic disorder an indication for Clonazepam?
Answer: NO"
16063,35641,Scopolamine,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'CHRNA4', 'Scopolamine']","Question: Is epilepsy an indication for Scopolamine?
Answer: NO"
14156,37703,Amitriptyline,neurotic disorder,disease-protein-drug,indication,"['neurotic disorder', 'CHRM2', 'Amitriptyline']","Question: Is neurotic disorder an indication for Amitriptyline?
Answer: YES"
14192,83760,Lamotrigine,dysthymic disorder,disease-protein-drug,contraindication,"['dysthymic disorder', 'HTR2A', 'Lamotrigine']","Question: Is dysthymic disorder an indication for Lamotrigine?
Answer: NO"
14294,33125,Clonazepam,early myoclonic encephalopathy,disease-protein-drug,indication,"['early myoclonic encephalopathy', 'GABRG2', 'Clonazepam']","Question: Is early myoclonic encephalopathy an indication for Clonazepam?
Answer: YES"
14192,37703,Lamotrigine,neurotic disorder,disease-protein-drug,contraindication,"['neurotic disorder', 'DRD1', 'Lamotrigine']","Question: Is neurotic disorder an indication for Lamotrigine?
Answer: NO"
14198,29525,Clonidine,sudden cardiac arrest,disease-phenotype-protein-drug,contraindication,"['sudden cardiac arrest', 'Arrhythmia', 'SLC22A5', 'Clonidine']","Question: Is sudden cardiac arrest an indication for Clonidine?
Answer: NO"
15413,33632,Gemcitabine,anemia (disease),disease-protein-drug,contraindication,"['anemia (disease)', 'TYMS', 'Gemcitabine']","Question: Is anemia (disease) an indication for Gemcitabine?
Answer: NO"
14176,29494,Fluoxetine,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,disease-phenotype-protein-drug,contraindication,"['autosomal recessive severe congenital neutropenia due to G6PC3 deficiency', 'Pulmonary arterial hypertension', 'EDN1', 'Fluoxetine']","Question: Is autosomal recessive severe congenital neutropenia due to G6PC3 deficiency an indication for Fluoxetine?
Answer: NO"
14230,32932,Tetracycline,brucellosis,disease-phenotype-protein-drug,indication,"['brucellosis', 'Thrombocytopenia', 'ALB', 'Tetracycline']","Question: Is brucellosis an indication for Tetracycline?
Answer: YES"
18036,33575,Bacitracin,diabetes mellitus (disease),disease-protein-drug,contraindication,"['diabetes mellitus (disease)', 'EDNRB', 'Bacitracin']","Question: Is diabetes mellitus (disease) an indication for Bacitracin?
Answer: NO"
15493,31408,Bromocriptine,X-linked parkinsonism-spasticity syndrome,disease-phenotype-protein-drug,indication,"['X-linked parkinsonism-spasticity syndrome', 'Seizure', 'HTR1B', 'Bromocriptine']","Question: Is X-linked parkinsonism-spasticity syndrome an indication for Bromocriptine?
Answer: YES"
15124,30093,Biperiden,parkinsonian-pyramidal syndrome,disease-protein-drug,indication,"['parkinsonian-pyramidal syndrome', 'CYP2D6', 'Biperiden']","Question: Is parkinsonian-pyramidal syndrome an indication for Biperiden?
Answer: YES"
14245,83760,Diazepam,dysthymic disorder,disease-protein-drug,contraindication,"['dysthymic disorder', 'ALB', 'Diazepam']","Question: Is dysthymic disorder an indication for Diazepam?
Answer: NO"
15001,28313,Paliperidone,schizophrenia,disease-protein-drug,indication,"['schizophrenia', 'CYP3A5', 'Paliperidone']","Question: Is schizophrenia an indication for Paliperidone?
Answer: YES"
14206,29078,Chloroquine,rheumatoid arthritis,disease-phenotype-protein-drug,indication,"['rheumatoid arthritis', 'Fever', 'TNF', 'Chloroquine']","Question: Is rheumatoid arthritis an indication for Chloroquine?
Answer: YES"
14596,37786,Eletriptan,myocardial ischemia,disease-protein-drug,contraindication,"['myocardial ischemia', 'RAB12', 'Eletriptan']","Question: Is myocardial ischemia an indication for Eletriptan?
Answer: NO"
14792,35771,Paclitaxel,breast neoplasm,disease-protein-drug,indication,"['breast neoplasm', 'CYP3A4', 'Paclitaxel']","Question: Is breast neoplasm an indication for Paclitaxel?
Answer: YES"
14981,28149,Buprenorphine,orthostatic hypotension,disease-protein-drug,contraindication,"['orthostatic hypotension', 'OPRD1', 'Buprenorphine']","Question: Is orthostatic hypotension an indication for Buprenorphine?
Answer: NO"
16793,32629,Chlorothiazide,familial intrahepatic cholestasis,disease-protein-drug,contraindication,"['familial intrahepatic cholestasis', 'MIR411', 'Chlorothiazide']","Question: Is familial intrahepatic cholestasis an indication for Chlorothiazide?
Answer: NO"
14030,32746,Prednisolone,Stevens-Johnson syndrome,disease-protein-drug,indication,"['Stevens-Johnson syndrome', 'ALB', 'Prednisolone']","Question: Is Stevens-Johnson syndrome an indication for Prednisolone?
Answer: YES"
14156,83760,Amitriptyline,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'CYP2D6', 'Amitriptyline']","Question: Is dysthymic disorder an indication for Amitriptyline?
Answer: YES"
14208,37285,Testosterone,thymus gland disease,disease-protein-drug,indication,"['thymus gland disease', 'CYP19A1', 'Testosterone']","Question: Is thymus gland disease an indication for Testosterone?
Answer: YES"
14161,37565,Olanzapine,delirium,disease-protein-drug,contraindication,"['delirium', 'DRD3', 'Olanzapine']","Question: Is delirium an indication for Olanzapine?
Answer: NO"
18036,33575,Bacitracin,diabetes mellitus (disease),disease-protein-drug,contraindication,"['diabetes mellitus (disease)', 'MIR1301', 'Bacitracin']","Question: Is diabetes mellitus (disease) an indication for Bacitracin?
Answer: NO"
14220,28801,Apomorphine,juvenile onset Parkinson disease 19A,disease-phenotype-protein-drug,indication,"['juvenile onset Parkinson disease 19A', 'Seizure', 'HTR1A', 'Apomorphine']","Question: Is juvenile onset Parkinson disease 19A an indication for Apomorphine?
Answer: YES"
18036,33575,Bacitracin,diabetes mellitus (disease),disease-phenotype-protein-drug,contraindication,"['diabetes mellitus (disease)', 'Maternal diabetes', 'LEPR', 'Bacitracin']","Question: Is diabetes mellitus (disease) an indication for Bacitracin?
Answer: NO"
14477,37082,Testosterone enanthate,malignant germ cell tumor of ovary,disease-protein-drug,contraindication,"['malignant germ cell tumor of ovary', 'ESR1', 'Testosterone enanthate']","Question: Is malignant germ cell tumor of ovary an indication for Testosterone enanthate?
Answer: NO"
14194,33621,Methotrexate,acute lymphoblastic leukemia (disease),disease-protein-drug,indication,"['acute lymphoblastic leukemia (disease)', 'ABCB1', 'Methotrexate']","Question: Is acute lymphoblastic leukemia (disease) an indication for Methotrexate?
Answer: YES"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'CNNM2', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
14945,36634,Sorafenib,liver cancer,disease-protein-drug,indication,"['liver cancer', 'CYP2C8', 'Sorafenib']","Question: Is liver cancer an indication for Sorafenib?
Answer: YES"
14275,28052,Doxorubicin,hypertrophic cardiomyopathy,disease-phenotype-protein-drug,contraindication,"['hypertrophic cardiomyopathy', 'Hepatomegaly', 'NOS3', 'Doxorubicin']","Question: Is hypertrophic cardiomyopathy an indication for Doxorubicin?
Answer: NO"
14841,27655,Triflupromazine,familial long QT syndrome,disease-phenotype-protein-drug,contraindication,"['familial long QT syndrome', 'Seizure', 'DRD2', 'Triflupromazine']","Question: Is familial long QT syndrome an indication for Triflupromazine?
Answer: NO"
14187,29646,Erlotinib,hepatocellular carcinoma,disease-phenotype-protein-drug,contraindication,"['hepatocellular carcinoma', 'Hepatomegaly', 'CYP1A1', 'Erlotinib']","Question: Is hepatocellular carcinoma an indication for Erlotinib?
Answer: NO"
20302,32384,Potassium Iodide,adrenal insufficiency,disease-phenotype-protein-drug,contraindication,"['adrenal insufficiency', 'Seizure', 'RNF13', 'Potassium Iodide']","Question: Is adrenal insufficiency an indication for Potassium Iodide?
Answer: NO"
15110,28780,Fluphenazine,Alzheimer disease,disease-phenotype-protein-drug,contraindication,"['Alzheimer disease', 'Memory impairment', 'DRD2', 'Fluphenazine']","Question: Is Alzheimer disease an indication for Fluphenazine?
Answer: NO"
15100,28780,Prochlorperazine,Alzheimer disease,disease-protein-drug,contraindication,"['Alzheimer disease', 'CYP2D6', 'Prochlorperazine']","Question: Is Alzheimer disease an indication for Prochlorperazine?
Answer: NO"
14212,33025,Verapamil,connective tissue disease,disease-phenotype-protein-drug,contraindication,"['connective tissue disease', 'Seizure', 'ADRA1B', 'Verapamil']","Question: Is connective tissue disease an indication for Verapamil?
Answer: NO"
14156,28547,Amitriptyline,Parkinson disease,disease-protein-drug,contraindication,"['Parkinson disease', 'ABCB1', 'Amitriptyline']","Question: Is Parkinson disease an indication for Amitriptyline?
Answer: NO"
14192,32456,Lamotrigine,cutis verticis gyrata,disease-phenotype-protein-drug,indication,"['cutis verticis gyrata', 'Seizure', 'CACNA1E', 'Lamotrigine']","Question: Is cutis verticis gyrata an indication for Lamotrigine?
Answer: YES"
14794,35958,Dasatinib,hemoglobinopathy,disease-protein-drug,contraindication,"['hemoglobinopathy', 'DGKZ', 'Dasatinib']","Question: Is hemoglobinopathy an indication for Dasatinib?
Answer: NO"
14713,37714,Decitabine,unclassified acute myeloid leukemia,disease-protein-drug,indication,"['unclassified acute myeloid leukemia', 'DNMT3A', 'Decitabine']","Question: Is unclassified acute myeloid leukemia an indication for Decitabine?
Answer: YES"
15311,29865,Primidone,Lennox-Gastaut syndrome,disease-phenotype-protein-drug,indication,"['Lennox-Gastaut syndrome', 'Focal-onset seizure', 'CHRNA4', 'Primidone']","Question: Is Lennox-Gastaut syndrome an indication for Primidone?
Answer: YES"
14280,30035,Glyburide,substance abuse/dependence,disease-protein-drug,contraindication,"['substance abuse/dependence', 'CFTR', 'Glyburide']","Question: Is substance abuse/dependence an indication for Glyburide?
Answer: NO"
15082,83760,Citalopram,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'CYP2D6', 'Citalopram']","Question: Is dysthymic disorder an indication for Citalopram?
Answer: YES"
14251,35641,Tacrolimus,epilepsy,disease-protein-drug,contraindication,"['epilepsy', 'ABCB1', 'Tacrolimus']","Question: Is epilepsy an indication for Tacrolimus?
Answer: NO"
16352,33605,Norepinephrine,hypotensive disorder,disease-protein-drug,indication,"['hypotensive disorder', 'ADRA2A', 'Norepinephrine']","Question: Is hypotensive disorder an indication for Norepinephrine?
Answer: YES"
15138,83840,Selegiline,unipolar depression,disease-protein-drug,indication,"['unipolar depression', 'ABCB1', 'Selegiline']","Question: Is unipolar depression an indication for Selegiline?
Answer: YES"
16011,38242,Loxapine,bipolar disorder,disease-protein-drug,indication,"['bipolar disorder', 'DRD5', 'Loxapine']","Question: Is bipolar disorder an indication for Loxapine?
Answer: YES"
14944,33534,Amlodipine,pediatric systemic lupus erythematosus,disease-phenotype-protein-drug,contraindication,"['pediatric systemic lupus erythematosus', 'Vomiting', 'ABCB1', 'Amlodipine']","Question: Is pediatric systemic lupus erythematosus an indication for Amlodipine?
Answer: NO"
14993,31618,Phenobarbital,congenital central hypoventilation syndrome,disease-phenotype-protein-drug,contraindication,"['congenital central hypoventilation syndrome', 'Seizure', 'GRIA2', 'Phenobarbital']","Question: Is congenital central hypoventilation syndrome an indication for Phenobarbital?
Answer: NO"
14206,33534,Chloroquine,pediatric systemic lupus erythematosus,disease-phenotype-protein-drug,indication,"['pediatric systemic lupus erythematosus', 'Proteinuria', 'ALB', 'Chloroquine']","Question: Is pediatric systemic lupus erythematosus an indication for Chloroquine?
Answer: YES"
14150,28158,Morphine,inflammatory bowel disease,disease-phenotype-protein-drug,contraindication,"['inflammatory bowel disease', 'Vomiting', 'ABCB1', 'Morphine']","Question: Is inflammatory bowel disease an indication for Morphine?
Answer: NO"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Seizure', 'ADCYAP1', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Elevated hepatic transaminase', 'IL9R', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
14140,38242,Ziprasidone,bipolar disorder,disease-protein-drug,indication,"['bipolar disorder', 'HTR3A', 'Ziprasidone']","Question: Is bipolar disorder an indication for Ziprasidone?
Answer: YES"
16793,32629,Chlorothiazide,familial intrahepatic cholestasis,disease-phenotype-protein-drug,contraindication,"['familial intrahepatic cholestasis', 'Splenomegaly', 'KRAS', 'Chlorothiazide']","Question: Is familial intrahepatic cholestasis an indication for Chlorothiazide?
Answer: NO"
14789,83802,Daunorubicin,obsolete hyperuricemia (disease),disease-protein-drug,contraindication,"['obsolete hyperuricemia (disease)', 'XDH', 'Daunorubicin']","Question: Is obsolete hyperuricemia (disease) an indication for Daunorubicin?
Answer: NO"
15493,32759,Bromocriptine,hemiparkinsonism-hemiatrophy syndrome,disease-protein-drug,indication,"['hemiparkinsonism-hemiatrophy syndrome', 'ABCB1', 'Bromocriptine']","Question: Is hemiparkinsonism-hemiatrophy syndrome an indication for Bromocriptine?
Answer: YES"
14141,29525,Phenytoin,sudden cardiac arrest,disease-phenotype-protein-drug,contraindication,"['sudden cardiac arrest', 'Arrhythmia', 'KCNH2', 'Phenytoin']","Question: Is sudden cardiac arrest an indication for Phenytoin?
Answer: NO"
14380,33454,Asenapine,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Fever', 'HTR2A', 'Asenapine']","Question: Is neuroleptic malignant syndrome an indication for Asenapine?
Answer: NO"
14177,27933,Duloxetine,anxiety disorder,disease-protein-drug,indication,"['anxiety disorder', 'SLC6A3', 'Duloxetine']","Question: Is anxiety disorder an indication for Duloxetine?
Answer: YES"
14758,31380,Capecitabine,diffuse gastric adenocarcinoma,disease-protein-drug,indication,"['diffuse gastric adenocarcinoma', 'DPYD', 'Capecitabine']","Question: Is diffuse gastric adenocarcinoma an indication for Capecitabine?
Answer: YES"
14275,33077,Doxorubicin,Hodgkins lymphoma,disease-phenotype-protein-drug,indication,"['Hodgkins lymphoma', 'Pruritus', 'ABCB11', 'Doxorubicin']","Question: Is Hodgkins lymphoma an indication for Doxorubicin?
Answer: YES"
15094,33091,Mirtazapine,serotonin syndrome,disease-phenotype-protein-drug,contraindication,"['serotonin syndrome', 'Seizure', 'OPRK1', 'Mirtazapine']","Question: Is serotonin syndrome an indication for Mirtazapine?
Answer: NO"
14680,36924,Zinc acetate,dermatitis,disease-protein-drug,indication,"['dermatitis', 'PARP1', 'Zinc acetate']","Question: Is dermatitis an indication for Zinc acetate?
Answer: YES"
15416,27933,Lorazepam,anxiety disorder,disease-protein-drug,contraindication,"['anxiety disorder', 'GABRA6', 'Lorazepam']","Question: Is anxiety disorder an indication for Lorazepam?
Answer: NO"
14177,38242,Duloxetine,bipolar disorder,disease-protein-drug,contraindication,"['bipolar disorder', 'SLC6A2', 'Duloxetine']","Question: Is bipolar disorder an indication for Duloxetine?
Answer: NO"
14943,36794,Levonorgestrel,ovarian adenocarcinoma,disease-protein-drug,contraindication,"['ovarian adenocarcinoma', 'ESR1', 'Levonorgestrel']","Question: Is ovarian adenocarcinoma an indication for Levonorgestrel?
Answer: NO"
15124,32974,Biperiden,atypical juvenile parkinsonism,disease-phenotype-protein-drug,indication,"['atypical juvenile parkinsonism', 'Resting tremor', 'CYP2D6', 'Biperiden']","Question: Is atypical juvenile parkinsonism an indication for Biperiden?
Answer: YES"
15518,27933,Quazepam,anxiety disorder,disease-protein-drug,contraindication,"['anxiety disorder', 'GABRB3', 'Quazepam']","Question: Is anxiety disorder an indication for Quazepam?
Answer: NO"
14152,39728,Chlorthalidone,parapsoriasis,disease-protein-drug,contraindication,"['parapsoriasis', 'PTTG1', 'Chlorthalidone']","Question: Is parapsoriasis an indication for Chlorthalidone?
Answer: NO"
15148,33454,Escitalopram,neuroleptic malignant syndrome,disease-phenotype-protein-drug,contraindication,"['neuroleptic malignant syndrome', 'Fever', 'HTR2A', 'Escitalopram']","Question: Is neuroleptic malignant syndrome an indication for Escitalopram?
Answer: NO"
14227,29078,Etodolac,rheumatoid arthritis,disease-phenotype-protein-drug,indication,"['rheumatoid arthritis', 'Fever', 'PTGS2', 'Etodolac']","Question: Is rheumatoid arthritis an indication for Etodolac?
Answer: YES"
14173,83760,Imipramine,dysthymic disorder,disease-protein-drug,indication,"['dysthymic disorder', 'DRD2', 'Imipramine']","Question: Is dysthymic disorder an indication for Imipramine?
Answer: YES"
20394,27286,Sulfabenzamide,galactosemia,disease-phenotype-protein-drug,contraindication,"['galactosemia', 'Feeding difficulties', 'ZMIZ1', 'Sulfabenzamide']","Question: Is galactosemia an indication for Sulfabenzamide?
Answer: NO"
15493,30093,Bromocriptine,parkinsonian-pyramidal syndrome,disease-phenotype-protein-drug,indication,"['parkinsonian-pyramidal syndrome', 'Tremor', 'HTR1A', 'Bromocriptine']","Question: Is parkinsonian-pyramidal syndrome an indication for Bromocriptine?
Answer: YES"
15210,33605,Mepyramine,hypotensive disorder,disease-protein-drug,contraindication,"['hypotensive disorder', 'HRH1', 'Mepyramine']","Question: Is hypotensive disorder an indication for Mepyramine?
Answer: NO"
