gene_index,disease_index,drug_index,drug_name,drug_type,disease_name,disease_type,gene_name,gene_type
4315,83791,14336,Ephedrine,drug,vasomotor rhinitis,disease,ALB,gene/protein
4315,83791,14381,Levocetirizine,drug,vasomotor rhinitis,disease,ALB,gene/protein
4315,83789,14019,Betamethasone,drug,serum sickness,disease,ALB,gene/protein
4315,83789,14023,Triamcinolone,drug,serum sickness,disease,ALB,gene/protein
4315,83789,14024,Prednisone,drug,serum sickness,disease,ALB,gene/protein
4315,83789,14030,Prednisolone,drug,serum sickness,disease,ALB,gene/protein
4315,83789,14269,Methylprednisolone,drug,serum sickness,disease,ALB,gene/protein
4315,83789,14320,Dexamethasone,drug,serum sickness,disease,ALB,gene/protein
4315,33683,14193,Hydroxyzine,drug,urticaria (disease),disease,ALB,gene/protein
4315,33683,14295,Promethazine,drug,urticaria (disease),disease,ALB,gene/protein
4315,39540,14019,Betamethasone,drug,angioedema,disease,ALB,gene/protein
4315,39540,14193,Hydroxyzine,drug,angioedema,disease,ALB,gene/protein
4315,39540,14023,Triamcinolone,drug,angioedema,disease,ALB,gene/protein
4315,39540,14024,Prednisone,drug,angioedema,disease,ALB,gene/protein
4315,39540,14030,Prednisolone,drug,angioedema,disease,ALB,gene/protein
4315,39540,14269,Methylprednisolone,drug,angioedema,disease,ALB,gene/protein
4315,39540,14295,Promethazine,drug,angioedema,disease,ALB,gene/protein
4315,39540,14320,Dexamethasone,drug,angioedema,disease,ALB,gene/protein
4315,33654,14023,Triamcinolone,drug,uveitis,disease,ALB,gene/protein
4315,33654,14030,Prednisolone,drug,uveitis,disease,ALB,gene/protein
4315,33654,14320,Dexamethasone,drug,uveitis,disease,ALB,gene/protein
4315,33654,14050,Prednisolone acetate,drug,uveitis,disease,ALB,gene/protein
4315,36584,14023,Triamcinolone,drug,iris disease,disease,ALB,gene/protein
4315,36584,14030,Prednisolone,drug,iris disease,disease,ALB,gene/protein
4315,36584,14320,Dexamethasone,drug,iris disease,disease,ALB,gene/protein
4315,36584,14050,Prednisolone acetate,drug,iris disease,disease,ALB,gene/protein
4315,37608,14023,Triamcinolone,drug,ciliary body disease,disease,ALB,gene/protein
4315,37608,14030,Prednisolone,drug,ciliary body disease,disease,ALB,gene/protein
4315,37608,14320,Dexamethasone,drug,ciliary body disease,disease,ALB,gene/protein
4315,37608,14050,Prednisolone acetate,drug,ciliary body disease,disease,ALB,gene/protein
4315,39245,14023,Triamcinolone,drug,panuveitis (disease),disease,ALB,gene/protein
4315,39245,14030,Prednisolone,drug,panuveitis (disease),disease,ALB,gene/protein
4315,39245,14320,Dexamethasone,drug,panuveitis (disease),disease,ALB,gene/protein
4315,39245,14050,Prednisolone acetate,drug,panuveitis (disease),disease,ALB,gene/protein
375,35738,14685,Progesterone,drug,endometrial carcinoma (disease),disease,ESR1,gene/protein
375,35738,14203,Medroxyprogesterone acetate,drug,endometrial carcinoma (disease),disease,ESR1,gene/protein
375,30827,14685,Progesterone,drug,endometrial cancer,disease,ESR1,gene/protein
375,30827,14203,Medroxyprogesterone acetate,drug,endometrial cancer,disease,ESR1,gene/protein
375,37038,14685,Progesterone,drug,endometrium neoplasm,disease,ESR1,gene/protein
375,37038,14203,Medroxyprogesterone acetate,drug,endometrium neoplasm,disease,ESR1,gene/protein
375,35739,14685,Progesterone,drug,uterine corpus cancer,disease,ESR1,gene/protein
375,35739,14203,Medroxyprogesterone acetate,drug,uterine corpus cancer,disease,ESR1,gene/protein
1373,35738,14685,Progesterone,drug,endometrial carcinoma (disease),disease,ESR2,gene/protein
1373,30827,14685,Progesterone,drug,endometrial cancer,disease,ESR2,gene/protein
1373,37038,14685,Progesterone,drug,endometrium neoplasm,disease,ESR2,gene/protein
1373,35739,14685,Progesterone,drug,uterine corpus cancer,disease,ESR2,gene/protein
7105,35738,15435,Megestrol acetate,drug,endometrial carcinoma (disease),disease,PGR,gene/protein
7105,35738,14685,Progesterone,drug,endometrial carcinoma (disease),disease,PGR,gene/protein
7105,35738,14203,Medroxyprogesterone acetate,drug,endometrial carcinoma (disease),disease,PGR,gene/protein
7105,30827,15435,Megestrol acetate,drug,endometrial cancer,disease,PGR,gene/protein
7105,30827,14685,Progesterone,drug,endometrial cancer,disease,PGR,gene/protein
7105,30827,14203,Medroxyprogesterone acetate,drug,endometrial cancer,disease,PGR,gene/protein
7105,37038,15435,Megestrol acetate,drug,endometrium neoplasm,disease,PGR,gene/protein
7105,37038,14685,Progesterone,drug,endometrium neoplasm,disease,PGR,gene/protein
7105,37038,14203,Medroxyprogesterone acetate,drug,endometrium neoplasm,disease,PGR,gene/protein
7105,35739,15435,Megestrol acetate,drug,uterine corpus cancer,disease,PGR,gene/protein
7105,35739,14685,Progesterone,drug,uterine corpus cancer,disease,PGR,gene/protein
7105,35739,14203,Medroxyprogesterone acetate,drug,uterine corpus cancer,disease,PGR,gene/protein
4152,33188,14955,Vincristine,drug,neuroblastoma,disease,ABCB1,gene/protein
4152,33188,14275,Doxorubicin,drug,neuroblastoma,disease,ABCB1,gene/protein
6976,33188,14275,Doxorubicin,drug,neuroblastoma,disease,TOP2A,gene/protein
4152,35884,14955,Vincristine,drug,diffuse large B-cell lymphoma,disease,ABCB1,gene/protein
4152,35884,14024,Prednisone,drug,diffuse large B-cell lymphoma,disease,ABCB1,gene/protein
4152,35884,14275,Doxorubicin,drug,diffuse large B-cell lymphoma,disease,ABCB1,gene/protein
4152,35884,14320,Dexamethasone,drug,diffuse large B-cell lymphoma,disease,ABCB1,gene/protein
4152,36425,14955,Vincristine,drug,primary central nervous system lymphoma,disease,ABCB1,gene/protein
4152,36425,14024,Prednisone,drug,primary central nervous system lymphoma,disease,ABCB1,gene/protein
4152,36425,14275,Doxorubicin,drug,primary central nervous system lymphoma,disease,ABCB1,gene/protein
4152,36425,14320,Dexamethasone,drug,primary central nervous system lymphoma,disease,ABCB1,gene/protein
4152,84154,14955,Vincristine,drug,"primary cutaneous diffuse large B-cell lymphoma, Leg type",disease,ABCB1,gene/protein
4152,84154,14024,Prednisone,drug,"primary cutaneous diffuse large B-cell lymphoma, Leg type",disease,ABCB1,gene/protein
4152,84154,14275,Doxorubicin,drug,"primary cutaneous diffuse large B-cell lymphoma, Leg type",disease,ABCB1,gene/protein
4152,84154,14320,Dexamethasone,drug,"primary cutaneous diffuse large B-cell lymphoma, Leg type",disease,ABCB1,gene/protein
4152,84155,14955,Vincristine,drug,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,disease,ABCB1,gene/protein
4152,84155,14024,Prednisone,drug,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,disease,ABCB1,gene/protein
4152,84155,14275,Doxorubicin,drug,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,disease,ABCB1,gene/protein
4152,84155,14320,Dexamethasone,drug,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,disease,ABCB1,gene/protein
4152,84156,14955,Vincristine,drug,plasmablastic lymphoma,disease,ABCB1,gene/protein
4152,84156,14024,Prednisone,drug,plasmablastic lymphoma,disease,ABCB1,gene/protein
4152,84156,14275,Doxorubicin,drug,plasmablastic lymphoma,disease,ABCB1,gene/protein
4152,84156,14320,Dexamethasone,drug,plasmablastic lymphoma,disease,ABCB1,gene/protein
4152,84157,14955,Vincristine,drug,diffuse large B-cell lymphoma of the central nervous system,disease,ABCB1,gene/protein
4152,84157,14024,Prednisone,drug,diffuse large B-cell lymphoma of the central nervous system,disease,ABCB1,gene/protein
4152,84157,14275,Doxorubicin,drug,diffuse large B-cell lymphoma of the central nervous system,disease,ABCB1,gene/protein
4152,84157,14320,Dexamethasone,drug,diffuse large B-cell lymphoma of the central nervous system,disease,ABCB1,gene/protein
4152,84158,14955,Vincristine,drug,T-cell/histiocyte rich large B cell lymphoma,disease,ABCB1,gene/protein
4152,84158,14024,Prednisone,drug,T-cell/histiocyte rich large B cell lymphoma,disease,ABCB1,gene/protein
4152,84158,14275,Doxorubicin,drug,T-cell/histiocyte rich large B cell lymphoma,disease,ABCB1,gene/protein
4152,84158,14320,Dexamethasone,drug,T-cell/histiocyte rich large B cell lymphoma,disease,ABCB1,gene/protein
4152,84159,14955,Vincristine,drug,ALK-positive large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84159,14024,Prednisone,drug,ALK-positive large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84159,14275,Doxorubicin,drug,ALK-positive large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84159,14320,Dexamethasone,drug,ALK-positive large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84160,14955,Vincristine,drug,primary mediastinal large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84160,14024,Prednisone,drug,primary mediastinal large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84160,14275,Doxorubicin,drug,primary mediastinal large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84160,14320,Dexamethasone,drug,primary mediastinal large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84161,14955,Vincristine,drug,intravascular large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84161,14024,Prednisone,drug,intravascular large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84161,14275,Doxorubicin,drug,intravascular large B-cell lymphoma,disease,ABCB1,gene/protein
4152,84161,14320,Dexamethasone,drug,intravascular large B-cell lymphoma,disease,ABCB1,gene/protein
3183,35884,14955,Vincristine,drug,diffuse large B-cell lymphoma,disease,ABCG2,gene/protein
3183,35884,14275,Doxorubicin,drug,diffuse large B-cell lymphoma,disease,ABCG2,gene/protein
3183,35884,14320,Dexamethasone,drug,diffuse large B-cell lymphoma,disease,ABCG2,gene/protein
3183,36425,14955,Vincristine,drug,primary central nervous system lymphoma,disease,ABCG2,gene/protein
3183,36425,14275,Doxorubicin,drug,primary central nervous system lymphoma,disease,ABCG2,gene/protein
3183,36425,14320,Dexamethasone,drug,primary central nervous system lymphoma,disease,ABCG2,gene/protein
3183,84154,14955,Vincristine,drug,"primary cutaneous diffuse large B-cell lymphoma, Leg type",disease,ABCG2,gene/protein
3183,84154,14275,Doxorubicin,drug,"primary cutaneous diffuse large B-cell lymphoma, Leg type",disease,ABCG2,gene/protein
3183,84154,14320,Dexamethasone,drug,"primary cutaneous diffuse large B-cell lymphoma, Leg type",disease,ABCG2,gene/protein
3183,84155,14955,Vincristine,drug,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,disease,ABCG2,gene/protein
3183,84155,14275,Doxorubicin,drug,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,disease,ABCG2,gene/protein
3183,84155,14320,Dexamethasone,drug,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,disease,ABCG2,gene/protein
3183,84156,14955,Vincristine,drug,plasmablastic lymphoma,disease,ABCG2,gene/protein
3183,84156,14275,Doxorubicin,drug,plasmablastic lymphoma,disease,ABCG2,gene/protein
3183,84156,14320,Dexamethasone,drug,plasmablastic lymphoma,disease,ABCG2,gene/protein
3183,84157,14955,Vincristine,drug,diffuse large B-cell lymphoma of the central nervous system,disease,ABCG2,gene/protein
3183,84157,14275,Doxorubicin,drug,diffuse large B-cell lymphoma of the central nervous system,disease,ABCG2,gene/protein
3183,84157,14320,Dexamethasone,drug,diffuse large B-cell lymphoma of the central nervous system,disease,ABCG2,gene/protein
3183,84158,14955,Vincristine,drug,T-cell/histiocyte rich large B cell lymphoma,disease,ABCG2,gene/protein
3183,84158,14275,Doxorubicin,drug,T-cell/histiocyte rich large B cell lymphoma,disease,ABCG2,gene/protein
3183,84158,14320,Dexamethasone,drug,T-cell/histiocyte rich large B cell lymphoma,disease,ABCG2,gene/protein
3183,84159,14955,Vincristine,drug,ALK-positive large B-cell lymphoma,disease,ABCG2,gene/protein
3183,84159,14275,Doxorubicin,drug,ALK-positive large B-cell lymphoma,disease,ABCG2,gene/protein
3183,84159,14320,Dexamethasone,drug,ALK-positive large B-cell lymphoma,disease,ABCG2,gene/protein
3183,84160,14955,Vincristine,drug,primary mediastinal large B-cell lymphoma,disease,ABCG2,gene/protein
3183,84160,14275,Doxorubicin,drug,primary mediastinal large B-cell lymphoma,disease,ABCG2,gene/protein
3183,84160,14320,Dexamethasone,drug,primary mediastinal large B-cell lymphoma,disease,ABCG2,gene/protein
3183,84161,14955,Vincristine,drug,intravascular large B-cell lymphoma,disease,ABCG2,gene/protein
3183,84161,14275,Doxorubicin,drug,intravascular large B-cell lymphoma,disease,ABCG2,gene/protein
3183,84161,14320,Dexamethasone,drug,intravascular large B-cell lymphoma,disease,ABCG2,gene/protein
1980,30749,14945,Sorafenib,drug,thyroid gland carcinoma,disease,BRAF,gene/protein
6504,30749,14945,Sorafenib,drug,thyroid gland carcinoma,disease,RET,gene/protein
6504,30749,14373,Vandetanib,drug,thyroid gland carcinoma,disease,RET,gene/protein
6504,30749,15230,Lenvatinib,drug,thyroid gland carcinoma,disease,RET,gene/protein
6504,29339,15230,Lenvatinib,drug,"thyroid cancer, nonmedullary",disease,RET,gene/protein
6504,37130,15230,Lenvatinib,drug,papillary adenocarcinoma,disease,RET,gene/protein
6504,28455,15230,Lenvatinib,drug,papillary renal cell carcinoma,disease,RET,gene/protein
3181,83906,14141,Phenytoin,drug,status epilepticus,disease,ABCC2,gene/protein
1246,83906,15430,Pentobarbital,drug,status epilepticus,disease,GRIA2,gene/protein
1246,83906,15297,Secobarbital,drug,status epilepticus,disease,GRIA2,gene/protein
1246,83906,17066,Amobarbital,drug,status epilepticus,disease,GRIA2,gene/protein
21982,83906,14141,Phenytoin,drug,status epilepticus,disease,SCN8A,gene/protein
4425,29182,14023,Triamcinolone,drug,systemic lupus erythematosus (disease),disease,PTGS2,gene/protein
4425,33534,14023,Triamcinolone,drug,pediatric systemic lupus erythematosus,disease,PTGS2,gene/protein
2429,83868,15654,Venetoclax,drug,Richter syndrome,disease,BCL2,gene/protein
337,30654,14411,Ibrutinib,drug,acute lymphoblastic/lymphocytic leukemia,disease,BTK,gene/protein
337,83868,14411,Ibrutinib,drug,Richter syndrome,disease,BTK,gene/protein
6175,30654,14194,Methotrexate,drug,acute lymphoblastic/lymphocytic leukemia,disease,MTHFR,gene/protein
199,30654,14780,Cytarabine,drug,acute lymphoblastic/lymphocytic leukemia,disease,POLB,gene/protein
4425,30654,14023,Triamcinolone,drug,acute lymphoblastic/lymphocytic leukemia,disease,PTGS2,gene/protein
749,31107,16510,Bevacizumab,drug,cervical cancer,disease,VEGFA,gene/protein
749,35741,16510,Bevacizumab,drug,cervical adenocarcinoma,disease,VEGFA,gene/protein
13214,29173,14604,Etoposide,drug,small cell lung carcinoma,disease,UGT1A1,gene/protein
6753,28900,14054,Vitamin E,drug,familial isolated deficiency of vitamin E,disease,TTPA,gene/protein
341,37722,14023,Triamcinolone,drug,multiple sclerosis,disease,BCHE,gene/protein
4968,37722,17417,Natalizumab,drug,multiple sclerosis,disease,ICAM1,gene/protein
6168,38024,18230,Ustekinumab,drug,psoriasis,disease,IL12B,gene/protein
6168,38024,20166,Risankizumab,drug,psoriasis,disease,IL12B,gene/protein
373,38024,14320,Dexamethasone,drug,psoriasis,disease,NOS2,gene/protein
7573,38024,18230,Ustekinumab,drug,psoriasis,disease,IL23A,gene/protein
7573,38024,20166,Risankizumab,drug,psoriasis,disease,IL23A,gene/protein
6168,39728,18230,Ustekinumab,drug,parapsoriasis,disease,IL12B,gene/protein
6168,39728,20166,Risankizumab,drug,parapsoriasis,disease,IL12B,gene/protein
373,39728,14320,Dexamethasone,drug,parapsoriasis,disease,NOS2,gene/protein
7573,39728,18230,Ustekinumab,drug,parapsoriasis,disease,IL23A,gene/protein
7573,39728,20166,Risankizumab,drug,parapsoriasis,disease,IL23A,gene/protein
12537,31395,14305,Dutasteride,drug,benign prostatic hyperplasia (disease),disease,SRD5A2,gene/protein
12537,31395,14996,Finasteride,drug,benign prostatic hyperplasia (disease),disease,SRD5A2,gene/protein
8212,35650,14320,Dexamethasone,drug,non-Hodgkin lymphoma,disease,CYP2E1,gene/protein
8212,83796,14320,Dexamethasone,drug,lymphosarcoma,disease,CYP2E1,gene/protein
8212,35970,14320,Dexamethasone,drug,lymphoma,disease,CYP2E1,gene/protein
8212,32531,14320,Dexamethasone,drug,mantle cell lymphoma,disease,CYP2E1,gene/protein
8212,36458,14320,Dexamethasone,drug,Langerhans cell histiocytosis,disease,CYP2E1,gene/protein
8212,30447,14320,Dexamethasone,drug,"lymphoma, non-Hodgkin, familial",disease,CYP2E1,gene/protein
8212,35651,14320,Dexamethasone,drug,B-cell neoplasm,disease,CYP2E1,gene/protein
4850,35650,14194,Methotrexate,drug,non-Hodgkin lymphoma,disease,FPGS,gene/protein
4850,83796,14194,Methotrexate,drug,lymphosarcoma,disease,FPGS,gene/protein
4850,35970,14194,Methotrexate,drug,lymphoma,disease,FPGS,gene/protein
4850,32531,14194,Methotrexate,drug,mantle cell lymphoma,disease,FPGS,gene/protein
4850,36458,14194,Methotrexate,drug,Langerhans cell histiocytosis,disease,FPGS,gene/protein
4850,30447,14194,Methotrexate,drug,"lymphoma, non-Hodgkin, familial",disease,FPGS,gene/protein
4850,35651,14194,Methotrexate,drug,B-cell neoplasm,disease,FPGS,gene/protein
6175,35650,14194,Methotrexate,drug,non-Hodgkin lymphoma,disease,MTHFR,gene/protein
6175,83796,14194,Methotrexate,drug,lymphosarcoma,disease,MTHFR,gene/protein
6175,35970,14194,Methotrexate,drug,lymphoma,disease,MTHFR,gene/protein
6175,32531,14194,Methotrexate,drug,mantle cell lymphoma,disease,MTHFR,gene/protein
6175,36458,14194,Methotrexate,drug,Langerhans cell histiocytosis,disease,MTHFR,gene/protein
6175,30447,14194,Methotrexate,drug,"lymphoma, non-Hodgkin, familial",disease,MTHFR,gene/protein
6175,35651,14194,Methotrexate,drug,B-cell neoplasm,disease,MTHFR,gene/protein
3509,35650,14194,Methotrexate,drug,non-Hodgkin lymphoma,disease,TYMS,gene/protein
3509,83796,14194,Methotrexate,drug,lymphosarcoma,disease,TYMS,gene/protein
3509,35970,14194,Methotrexate,drug,lymphoma,disease,TYMS,gene/protein
3509,32531,14194,Methotrexate,drug,mantle cell lymphoma,disease,TYMS,gene/protein
3509,36458,14194,Methotrexate,drug,Langerhans cell histiocytosis,disease,TYMS,gene/protein
3509,30447,14194,Methotrexate,drug,"lymphoma, non-Hodgkin, familial",disease,TYMS,gene/protein
3509,35651,14194,Methotrexate,drug,B-cell neoplasm,disease,TYMS,gene/protein
363,31630,14208,Testosterone,drug,androgen insensitivity syndrome,disease,AR,gene/protein
363,31630,14527,Fluoxymesterone,drug,androgen insensitivity syndrome,disease,AR,gene/protein
363,31630,14342,Testosterone propionate,drug,androgen insensitivity syndrome,disease,AR,gene/protein
363,31630,14387,Methyltestosterone,drug,androgen insensitivity syndrome,disease,AR,gene/protein
363,31630,14476,Testosterone cypionate,drug,androgen insensitivity syndrome,disease,AR,gene/protein
363,31630,14477,Testosterone enanthate,drug,androgen insensitivity syndrome,disease,AR,gene/protein
3501,38512,14686,Clomifene,drug,female infertility,disease,CYP17A1,gene/protein
375,38512,14686,Clomifene,drug,female infertility,disease,ESR1,gene/protein
363,84094,14208,Testosterone,drug,premature menopause,disease,AR,gene/protein
363,84094,14527,Fluoxymesterone,drug,premature menopause,disease,AR,gene/protein
363,84094,14342,Testosterone propionate,drug,premature menopause,disease,AR,gene/protein
363,84094,14387,Methyltestosterone,drug,premature menopause,disease,AR,gene/protein
363,84094,14476,Testosterone cypionate,drug,premature menopause,disease,AR,gene/protein
363,84094,14477,Testosterone enanthate,drug,premature menopause,disease,AR,gene/protein
2429,36050,14793,Docetaxel,drug,head and neck cancer,disease,BCL2,gene/protein
2429,83865,14793,Docetaxel,drug,upper aerodigestive tract neoplasm,disease,BCL2,gene/protein
3509,36050,14194,Methotrexate,drug,head and neck cancer,disease,TYMS,gene/protein
3509,83865,14194,Methotrexate,drug,upper aerodigestive tract neoplasm,disease,TYMS,gene/protein
2401,84036,15074,Amphetamine,drug,"attention deficit hyperactivity disorder, inattentive type",disease,DRD2,gene/protein
1311,84036,15074,Amphetamine,drug,"attention deficit hyperactivity disorder, inattentive type",disease,SLC6A3,gene/protein
1311,84036,16855,Methylphenidate,drug,"attention deficit hyperactivity disorder, inattentive type",disease,SLC6A3,gene/protein
1311,84036,15173,Dextroamphetamine,drug,"attention deficit hyperactivity disorder, inattentive type",disease,SLC6A3,gene/protein
1311,84036,15174,Metamfetamine,drug,"attention deficit hyperactivity disorder, inattentive type",disease,SLC6A3,gene/protein
1311,84036,17315,Dexmethylphenidate,drug,"attention deficit hyperactivity disorder, inattentive type",disease,SLC6A3,gene/protein
2401,27921,15074,Amphetamine,drug,attention deficit-hyperactivity disorder,disease,DRD2,gene/protein
1311,27921,15074,Amphetamine,drug,attention deficit-hyperactivity disorder,disease,SLC6A3,gene/protein
1311,27921,16855,Methylphenidate,drug,attention deficit-hyperactivity disorder,disease,SLC6A3,gene/protein
1311,27921,15173,Dextroamphetamine,drug,attention deficit-hyperactivity disorder,disease,SLC6A3,gene/protein
1311,27921,15174,Metamfetamine,drug,attention deficit-hyperactivity disorder,disease,SLC6A3,gene/protein
1311,27921,17315,Dexmethylphenidate,drug,attention deficit-hyperactivity disorder,disease,SLC6A3,gene/protein
12431,33618,14163,Diltiazem,drug,atrial fibrillation (disease),disease,CYP2C19,gene/protein
12431,33618,14196,Propranolol,drug,atrial fibrillation (disease),disease,CYP2C19,gene/protein
12431,33618,14212,Verapamil,drug,atrial fibrillation (disease),disease,CYP2C19,gene/protein
7324,33618,15200,Vernakalant,drug,atrial fibrillation (disease),disease,KCNA5,gene/protein
5774,33618,14368,Dronedarone,drug,atrial fibrillation (disease),disease,KCND3,gene/protein
5774,33618,15200,Vernakalant,drug,atrial fibrillation (disease),disease,KCND3,gene/protein
4447,33618,15418,Dofetilide,drug,atrial fibrillation (disease),disease,KCNH2,gene/protein
4447,33618,15102,Sotalol,drug,atrial fibrillation (disease),disease,KCNH2,gene/protein
4447,33618,14212,Verapamil,drug,atrial fibrillation (disease),disease,KCNH2,gene/protein
4447,33618,14258,Quinidine,drug,atrial fibrillation (disease),disease,KCNH2,gene/protein
4447,33618,15150,Propafenone,drug,atrial fibrillation (disease),disease,KCNH2,gene/protein
4447,33618,14316,Flecainide,drug,atrial fibrillation (disease),disease,KCNH2,gene/protein
4447,33618,14368,Dronedarone,drug,atrial fibrillation (disease),disease,KCNH2,gene/protein
4447,33618,15200,Vernakalant,drug,atrial fibrillation (disease),disease,KCNH2,gene/protein
8919,33618,14368,Dronedarone,drug,atrial fibrillation (disease),disease,KCNJ2,gene/protein
10417,33618,14258,Quinidine,drug,atrial fibrillation (disease),disease,SCN5A,gene/protein
10417,33618,15150,Propafenone,drug,atrial fibrillation (disease),disease,SCN5A,gene/protein
10417,33618,14316,Flecainide,drug,atrial fibrillation (disease),disease,SCN5A,gene/protein
10417,33618,14368,Dronedarone,drug,atrial fibrillation (disease),disease,SCN5A,gene/protein
10417,33618,15200,Vernakalant,drug,atrial fibrillation (disease),disease,SCN5A,gene/protein
298,33707,14401,Vismodegib,drug,skin carcinoma,disease,SMO,gene/protein
298,33707,15622,Sonidegib,drug,skin carcinoma,disease,SMO,gene/protein
298,37738,14401,Vismodegib,drug,basal cell carcinoma,disease,SMO,gene/protein
298,37738,15622,Sonidegib,drug,basal cell carcinoma,disease,SMO,gene/protein
298,37009,14401,Vismodegib,drug,sweat gland cancer,disease,SMO,gene/protein
298,37009,15622,Sonidegib,drug,sweat gland cancer,disease,SMO,gene/protein
298,36240,14401,Vismodegib,drug,carcinoma,disease,SMO,gene/protein
298,36240,15622,Sonidegib,drug,carcinoma,disease,SMO,gene/protein
298,37166,14401,Vismodegib,drug,sebaceous adenocarcinoma,disease,SMO,gene/protein
298,37166,15622,Sonidegib,drug,sebaceous adenocarcinoma,disease,SMO,gene/protein
1897,35849,16825,Ardeparin,drug,disseminated intravascular coagulation,disease,SERPINC1,gene/protein
1897,35849,14510,Heparin,drug,disseminated intravascular coagulation,disease,SERPINC1,gene/protein
1897,35849,14774,Enoxaparin,drug,disseminated intravascular coagulation,disease,SERPINC1,gene/protein
1897,35849,14768,Dalteparin,drug,disseminated intravascular coagulation,disease,SERPINC1,gene/protein
1897,39484,16825,Ardeparin,drug,purpura fulminans,disease,SERPINC1,gene/protein
1897,39484,14510,Heparin,drug,purpura fulminans,disease,SERPINC1,gene/protein
1897,39484,14774,Enoxaparin,drug,purpura fulminans,disease,SERPINC1,gene/protein
1897,39484,14768,Dalteparin,drug,purpura fulminans,disease,SERPINC1,gene/protein
1897,32296,16825,Ardeparin,drug,acquired purpura fulminans,disease,SERPINC1,gene/protein
1897,32296,14510,Heparin,drug,acquired purpura fulminans,disease,SERPINC1,gene/protein
1897,32296,14774,Enoxaparin,drug,acquired purpura fulminans,disease,SERPINC1,gene/protein
1897,32296,14768,Dalteparin,drug,acquired purpura fulminans,disease,SERPINC1,gene/protein
5573,37766,15761,Oseltamivir,drug,influenza,disease,SLC22A8,gene/protein
5573,37766,14466,Favipiravir,drug,influenza,disease,SLC22A8,gene/protein
5573,84255,15761,Oseltamivir,drug,"influenza, severe, susceptibility to",disease,SLC22A8,gene/protein
5573,84255,14466,Favipiravir,drug,"influenza, severe, susceptibility to",disease,SLC22A8,gene/protein
10429,39276,14168,Spironolactone,drug,hyperaldosteronism,disease,CACNA1D,gene/protein
10429,39275,14168,Spironolactone,drug,primary aldosteronism,disease,CACNA1D,gene/protein
10429,27629,14168,Spironolactone,drug,Bartter disease,disease,CACNA1D,gene/protein
10429,84246,14168,Spironolactone,drug,Waterhouse-Friderichsen syndrome,disease,CACNA1D,gene/protein
35040,39276,14168,Spironolactone,drug,hyperaldosteronism,disease,CYP11B1,gene/protein
35040,39275,14168,Spironolactone,drug,primary aldosteronism,disease,CYP11B1,gene/protein
35040,27629,14168,Spironolactone,drug,Bartter disease,disease,CYP11B1,gene/protein
35040,84246,14168,Spironolactone,drug,Waterhouse-Friderichsen syndrome,disease,CYP11B1,gene/protein
34059,39276,14168,Spironolactone,drug,hyperaldosteronism,disease,CYP11B2,gene/protein
34059,39275,14168,Spironolactone,drug,primary aldosteronism,disease,CYP11B2,gene/protein
34059,27629,14168,Spironolactone,drug,Bartter disease,disease,CYP11B2,gene/protein
34059,84246,14168,Spironolactone,drug,Waterhouse-Friderichsen syndrome,disease,CYP11B2,gene/protein
749,36035,14308,Carvedilol,drug,hypertension,disease,VEGFA,gene/protein
10319,83778,14178,Chlorpromazine,drug,schizophreniform disorder,disease,DRD5,gene/protein
10319,35915,14178,Chlorpromazine,drug,mental disorder,disease,DRD5,gene/protein
10319,83779,14178,Chlorpromazine,drug,schizoaffective disorder,disease,DRD5,gene/protein
3417,83778,15098,Promazine,drug,schizophreniform disorder,disease,HTR2A,gene/protein
3417,83778,14178,Chlorpromazine,drug,schizophreniform disorder,disease,HTR2A,gene/protein
3417,83778,14952,Haloperidol,drug,schizophreniform disorder,disease,HTR2A,gene/protein
3417,83778,15110,Fluphenazine,drug,schizophreniform disorder,disease,HTR2A,gene/protein
3417,83778,15001,Paliperidone,drug,schizophreniform disorder,disease,HTR2A,gene/protein
3417,35915,15098,Promazine,drug,mental disorder,disease,HTR2A,gene/protein
3417,35915,14178,Chlorpromazine,drug,mental disorder,disease,HTR2A,gene/protein
3417,35915,14952,Haloperidol,drug,mental disorder,disease,HTR2A,gene/protein
3417,35915,15110,Fluphenazine,drug,mental disorder,disease,HTR2A,gene/protein
3417,35915,15001,Paliperidone,drug,mental disorder,disease,HTR2A,gene/protein
3417,83779,15098,Promazine,drug,schizoaffective disorder,disease,HTR2A,gene/protein
3417,83779,14178,Chlorpromazine,drug,schizoaffective disorder,disease,HTR2A,gene/protein
