phenotype_index,disease_index,drug_index,drug_name,drug_type,disease_name,disease_type,phenotype_name,phenotype_type
22952,33128,15485,Atovaquone,drug,malaria,disease,Fever,effect/phenotype
23002,33128,14258,Quinidine,drug,malaria,disease,Headache,effect/phenotype
23002,33128,14951,Quinine,drug,malaria,disease,Headache,effect/phenotype
23002,33128,14206,Chloroquine,drug,malaria,disease,Headache,effect/phenotype
23002,33128,14347,Hydroxychloroquine,drug,malaria,disease,Headache,effect/phenotype
23002,33128,15145,Proguanil,drug,malaria,disease,Headache,effect/phenotype
23002,33128,14998,Halofantrine,drug,malaria,disease,Headache,effect/phenotype
23002,33128,15485,Atovaquone,drug,malaria,disease,Headache,effect/phenotype
22916,33128,14347,Hydroxychloroquine,drug,malaria,disease,Abnormality of blood and blood-forming tissues,effect/phenotype
22934,33128,14258,Quinidine,drug,malaria,disease,Thrombocytopenia,effect/phenotype
22934,33128,14951,Quinine,drug,malaria,disease,Thrombocytopenia,effect/phenotype
22934,33128,14206,Chloroquine,drug,malaria,disease,Thrombocytopenia,effect/phenotype
22934,33128,14347,Hydroxychloroquine,drug,malaria,disease,Thrombocytopenia,effect/phenotype
22934,33128,15808,Pyrimethamine,drug,malaria,disease,Thrombocytopenia,effect/phenotype
22934,33128,14998,Halofantrine,drug,malaria,disease,Thrombocytopenia,effect/phenotype
22934,33128,15485,Atovaquone,drug,malaria,disease,Thrombocytopenia,effect/phenotype
23864,33128,14258,Quinidine,drug,malaria,disease,Respiratory distress,effect/phenotype
23864,33128,14951,Quinine,drug,malaria,disease,Respiratory distress,effect/phenotype
23864,33128,15485,Atovaquone,drug,malaria,disease,Respiratory distress,effect/phenotype
23544,33128,14258,Quinidine,drug,malaria,disease,Myalgia,effect/phenotype
23544,33128,14951,Quinine,drug,malaria,disease,Myalgia,effect/phenotype
23544,33128,14998,Halofantrine,drug,malaria,disease,Myalgia,effect/phenotype
23544,33128,15485,Atovaquone,drug,malaria,disease,Myalgia,effect/phenotype
27082,33128,14347,Hydroxychloroquine,drug,malaria,disease,Retinopathy,effect/phenotype
22982,31481,14275,Doxorubicin,drug,bone osteosarcoma,disease,Pain,effect/phenotype
22982,31481,14194,Methotrexate,drug,bone osteosarcoma,disease,Pain,effect/phenotype
22952,31481,14275,Doxorubicin,drug,bone osteosarcoma,disease,Fever,effect/phenotype
22952,31481,14194,Methotrexate,drug,bone osteosarcoma,disease,Fever,effect/phenotype
23158,29854,14320,Dexamethasone,drug,hereditary angioedema,disease,Abdominal pain,effect/phenotype
23158,29854,14019,Betamethasone,drug,hereditary angioedema,disease,Abdominal pain,effect/phenotype
23158,29854,14028,Hydrocortisone,drug,hereditary angioedema,disease,Abdominal pain,effect/phenotype
23158,29854,14269,Methylprednisolone,drug,hereditary angioedema,disease,Abdominal pain,effect/phenotype
23158,29854,14024,Prednisone,drug,hereditary angioedema,disease,Abdominal pain,effect/phenotype
25644,29854,14320,Dexamethasone,drug,hereditary angioedema,disease,Paresthesia,effect/phenotype
25644,29854,14019,Betamethasone,drug,hereditary angioedema,disease,Paresthesia,effect/phenotype
25644,29854,14028,Hydrocortisone,drug,hereditary angioedema,disease,Paresthesia,effect/phenotype
25644,29854,14269,Methylprednisolone,drug,hereditary angioedema,disease,Paresthesia,effect/phenotype
25644,29854,14030,Prednisolone,drug,hereditary angioedema,disease,Paresthesia,effect/phenotype
25644,29854,14024,Prednisone,drug,hereditary angioedema,disease,Paresthesia,effect/phenotype
25644,29854,14023,Triamcinolone,drug,hereditary angioedema,disease,Paresthesia,effect/phenotype
84409,29854,14320,Dexamethasone,drug,hereditary angioedema,disease,Nausea,effect/phenotype
84409,29854,14019,Betamethasone,drug,hereditary angioedema,disease,Nausea,effect/phenotype
84409,29854,14028,Hydrocortisone,drug,hereditary angioedema,disease,Nausea,effect/phenotype
84409,29854,14269,Methylprednisolone,drug,hereditary angioedema,disease,Nausea,effect/phenotype
84409,29854,14030,Prednisolone,drug,hereditary angioedema,disease,Nausea,effect/phenotype
84409,29854,14024,Prednisone,drug,hereditary angioedema,disease,Nausea,effect/phenotype
84409,29854,14023,Triamcinolone,drug,hereditary angioedema,disease,Nausea,effect/phenotype
23011,29854,14023,Triamcinolone,drug,hereditary angioedema,disease,Dyspnea,effect/phenotype
23864,29854,14023,Triamcinolone,drug,hereditary angioedema,disease,Respiratory distress,effect/phenotype
23284,33158,14275,Doxorubicin,drug,kidney Wilms tumor,disease,Hematuria,effect/phenotype
22952,33158,14275,Doxorubicin,drug,kidney Wilms tumor,disease,Fever,effect/phenotype
22952,33158,20156,Dactinomycin,drug,kidney Wilms tumor,disease,Fever,effect/phenotype
22952,33158,14955,Vincristine,drug,kidney Wilms tumor,disease,Fever,effect/phenotype
23158,33158,14275,Doxorubicin,drug,kidney Wilms tumor,disease,Abdominal pain,effect/phenotype
23158,33158,20156,Dactinomycin,drug,kidney Wilms tumor,disease,Abdominal pain,effect/phenotype
23158,33158,14955,Vincristine,drug,kidney Wilms tumor,disease,Abdominal pain,effect/phenotype
23214,33158,14275,Doxorubicin,drug,kidney Wilms tumor,disease,Lymphadenopathy,effect/phenotype
22373,27446,17286,Nitisinone,drug,tyrosinemia,disease,Corneal opacity,effect/phenotype
84469,27446,17286,Nitisinone,drug,tyrosinemia,disease,Photophobia,effect/phenotype
22447,28426,14729,Cimetidine,drug,multiple endocrine neoplasia,disease,Anxiety,effect/phenotype
22447,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Anxiety,effect/phenotype
22447,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Anxiety,effect/phenotype
22594,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Hyperhidrosis,effect/phenotype
22594,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Hyperhidrosis,effect/phenotype
22472,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Nephrolithiasis,effect/phenotype
22472,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Nephrolithiasis,effect/phenotype
22733,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Neoplasm of the liver,effect/phenotype
22791,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Abdominal distention,effect/phenotype
22791,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Abdominal distention,effect/phenotype
90710,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Neck pain,effect/phenotype
90710,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Neck pain,effect/phenotype
84456,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Gastroesophageal reflux,effect/phenotype
23158,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Abdominal pain,effect/phenotype
23158,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Abdominal pain,effect/phenotype
26162,28426,14729,Cimetidine,drug,multiple endocrine neoplasia,disease,Confusion,effect/phenotype
26162,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Confusion,effect/phenotype
26162,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Confusion,effect/phenotype
22966,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Dehydration,effect/phenotype
22966,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Dehydration,effect/phenotype
23157,28426,14729,Cimetidine,drug,multiple endocrine neoplasia,disease,Vomiting,effect/phenotype
23157,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Vomiting,effect/phenotype
23157,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Vomiting,effect/phenotype
84409,28426,14729,Cimetidine,drug,multiple endocrine neoplasia,disease,Nausea,effect/phenotype
84409,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Nausea,effect/phenotype
84409,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Nausea,effect/phenotype
85104,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Hematemesis,effect/phenotype
85105,28426,15420,Pantoprazole,drug,multiple endocrine neoplasia,disease,Melena,effect/phenotype
85105,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Melena,effect/phenotype
33727,28426,15144,Rabeprazole,drug,multiple endocrine neoplasia,disease,Coma,effect/phenotype
23417,27522,14527,Fluoxymesterone,drug,Noonan syndrome,disease,Abnormality of coagulation,effect/phenotype
22998,27430,17303,Miglustat,drug,Niemann-Pick disease,disease,Gait disturbance,effect/phenotype
23101,27430,17303,Miglustat,drug,Niemann-Pick disease,disease,Tremor,effect/phenotype
22952,33193,15289,Moxifloxacin,drug,plague,disease,Fever,effect/phenotype
22952,33193,18590,Streptomycin,drug,plague,disease,Fever,effect/phenotype
25620,33193,15289,Moxifloxacin,drug,plague,disease,Fatigue,effect/phenotype
25620,33193,15914,Minocycline,drug,plague,disease,Fatigue,effect/phenotype
22447,33193,15289,Moxifloxacin,drug,plague,disease,Anxiety,effect/phenotype
84767,33193,15289,Moxifloxacin,drug,plague,disease,Dry skin,effect/phenotype
23833,33193,15289,Moxifloxacin,drug,plague,disease,Tachycardia,effect/phenotype
23002,33193,15289,Moxifloxacin,drug,plague,disease,Headache,effect/phenotype
23002,33193,15914,Minocycline,drug,plague,disease,Headache,effect/phenotype
26336,33193,15289,Moxifloxacin,drug,plague,disease,Chest pain,effect/phenotype
22571,33193,15289,Moxifloxacin,drug,plague,disease,Skin ulcer,effect/phenotype
84544,33193,15289,Moxifloxacin,drug,plague,disease,Glossitis,effect/phenotype
84544,33193,15914,Minocycline,drug,plague,disease,Glossitis,effect/phenotype
22304,33193,15289,Moxifloxacin,drug,plague,disease,Hearing impairment,effect/phenotype
22304,33193,18590,Streptomycin,drug,plague,disease,Hearing impairment,effect/phenotype
22304,33193,15914,Minocycline,drug,plague,disease,Hearing impairment,effect/phenotype
22262,33193,15289,Moxifloxacin,drug,plague,disease,Edema,effect/phenotype
33727,33193,15289,Moxifloxacin,drug,plague,disease,Coma,effect/phenotype
23157,33193,15289,Moxifloxacin,drug,plague,disease,Vomiting,effect/phenotype
23157,33193,18590,Streptomycin,drug,plague,disease,Vomiting,effect/phenotype
23157,33193,15914,Minocycline,drug,plague,disease,Vomiting,effect/phenotype
23158,33193,15289,Moxifloxacin,drug,plague,disease,Abdominal pain,effect/phenotype
23158,33193,15914,Minocycline,drug,plague,disease,Abdominal pain,effect/phenotype
23864,33193,15289,Moxifloxacin,drug,plague,disease,Respiratory distress,effect/phenotype
23864,33193,15914,Minocycline,drug,plague,disease,Respiratory distress,effect/phenotype
85059,33193,15289,Moxifloxacin,drug,plague,disease,Hemoptysis,effect/phenotype
23901,33193,15289,Moxifloxacin,drug,plague,disease,Arthralgia,effect/phenotype
23901,33193,15914,Minocycline,drug,plague,disease,Arthralgia,effect/phenotype
22831,33193,15289,Moxifloxacin,drug,plague,disease,Arrhythmia,effect/phenotype
89196,33193,15914,Minocycline,drug,plague,disease,Erythema nodosum,effect/phenotype
22323,33193,15289,Moxifloxacin,drug,plague,disease,Muscle weakness,effect/phenotype
22323,33193,18590,Streptomycin,drug,plague,disease,Muscle weakness,effect/phenotype
22718,33193,15289,Moxifloxacin,drug,plague,disease,Arthritis,effect/phenotype
22718,33193,15914,Minocycline,drug,plague,disease,Arthritis,effect/phenotype
24568,29118,14849,Mechlorethamine,drug,acquired polycythemia vera,disease,Tinnitus,effect/phenotype
25945,29118,14849,Mechlorethamine,drug,acquired polycythemia vera,disease,Pruritus,effect/phenotype
25201,29118,14849,Mechlorethamine,drug,acquired polycythemia vera,disease,Vertigo,effect/phenotype
22952,33206,14320,Dexamethasone,drug,eosinophilic pneumonia,disease,Fever,effect/phenotype
22952,33206,14019,Betamethasone,drug,eosinophilic pneumonia,disease,Fever,effect/phenotype
22952,33206,14028,Hydrocortisone,drug,eosinophilic pneumonia,disease,Fever,effect/phenotype
22952,33206,14024,Prednisone,drug,eosinophilic pneumonia,disease,Fever,effect/phenotype
22952,33206,14023,Triamcinolone,drug,eosinophilic pneumonia,disease,Fever,effect/phenotype
23158,33206,14320,Dexamethasone,drug,eosinophilic pneumonia,disease,Abdominal pain,effect/phenotype
23158,33206,14019,Betamethasone,drug,eosinophilic pneumonia,disease,Abdominal pain,effect/phenotype
23158,33206,14028,Hydrocortisone,drug,eosinophilic pneumonia,disease,Abdominal pain,effect/phenotype
23158,33206,14269,Methylprednisolone,drug,eosinophilic pneumonia,disease,Abdominal pain,effect/phenotype
23158,33206,14024,Prednisone,drug,eosinophilic pneumonia,disease,Abdominal pain,effect/phenotype
23544,33206,14320,Dexamethasone,drug,eosinophilic pneumonia,disease,Myalgia,effect/phenotype
23544,33206,14019,Betamethasone,drug,eosinophilic pneumonia,disease,Myalgia,effect/phenotype
23544,33206,14028,Hydrocortisone,drug,eosinophilic pneumonia,disease,Myalgia,effect/phenotype
23544,33206,14269,Methylprednisolone,drug,eosinophilic pneumonia,disease,Myalgia,effect/phenotype
23544,33206,14024,Prednisone,drug,eosinophilic pneumonia,disease,Myalgia,effect/phenotype
23544,33206,14023,Triamcinolone,drug,eosinophilic pneumonia,disease,Myalgia,effect/phenotype
26160,33206,14023,Triamcinolone,drug,eosinophilic pneumonia,disease,Cough,effect/phenotype
22952,33210,14279,Sulfamethoxazole,drug,pneumocystosis,disease,Fever,effect/phenotype
22952,33210,15299,Trimethoprim,drug,pneumocystosis,disease,Fever,effect/phenotype
22952,33210,14682,Trimetrexate,drug,pneumocystosis,disease,Fever,effect/phenotype
22952,33210,15485,Atovaquone,drug,pneumocystosis,disease,Fever,effect/phenotype
23011,33210,14279,Sulfamethoxazole,drug,pneumocystosis,disease,Dyspnea,effect/phenotype
23011,33210,15299,Trimethoprim,drug,pneumocystosis,disease,Dyspnea,effect/phenotype
23011,33210,15485,Atovaquone,drug,pneumocystosis,disease,Dyspnea,effect/phenotype
26160,33216,15456,Amphotericin B,drug,aspergillosis,disease,Cough,effect/phenotype
26160,33216,14992,Itraconazole,drug,aspergillosis,disease,Cough,effect/phenotype
26160,33216,14602,Voriconazole,drug,aspergillosis,disease,Cough,effect/phenotype
26160,33216,15502,Posaconazole,drug,aspergillosis,disease,Cough,effect/phenotype
22933,33216,15502,Posaconazole,drug,aspergillosis,disease,Neutropenia,effect/phenotype
26322,33216,15456,Amphotericin B,drug,aspergillosis,disease,Eosinophilia,effect/phenotype
26322,33216,14602,Voriconazole,drug,aspergillosis,disease,Eosinophilia,effect/phenotype
26322,33216,15502,Posaconazole,drug,aspergillosis,disease,Eosinophilia,effect/phenotype
22952,33216,15456,Amphotericin B,drug,aspergillosis,disease,Fever,effect/phenotype
22952,33216,14992,Itraconazole,drug,aspergillosis,disease,Fever,effect/phenotype
22952,33216,14281,Ketoconazole,drug,aspergillosis,disease,Fever,effect/phenotype
22952,33216,14602,Voriconazole,drug,aspergillosis,disease,Fever,effect/phenotype
22952,33216,15502,Posaconazole,drug,aspergillosis,disease,Fever,effect/phenotype
85059,33216,15456,Amphotericin B,drug,aspergillosis,disease,Hemoptysis,effect/phenotype
85059,33216,14602,Voriconazole,drug,aspergillosis,disease,Hemoptysis,effect/phenotype
23060,33216,14992,Itraconazole,drug,aspergillosis,disease,Pulmonary infiltrates,effect/phenotype
23060,33216,15502,Posaconazole,drug,aspergillosis,disease,Pulmonary infiltrates,effect/phenotype
23973,33216,14602,Voriconazole,drug,aspergillosis,disease,Immunodeficiency,effect/phenotype
26336,33216,15456,Amphotericin B,drug,aspergillosis,disease,Chest pain,effect/phenotype
26336,33216,14992,Itraconazole,drug,aspergillosis,disease,Chest pain,effect/phenotype
26336,33216,14602,Voriconazole,drug,aspergillosis,disease,Chest pain,effect/phenotype
26336,33216,15502,Posaconazole,drug,aspergillosis,disease,Chest pain,effect/phenotype
22250,33216,15456,Amphotericin B,drug,aspergillosis,disease,Sinusitis,effect/phenotype
22250,33216,14992,Itraconazole,drug,aspergillosis,disease,Sinusitis,effect/phenotype
22250,33216,14602,Voriconazole,drug,aspergillosis,disease,Sinusitis,effect/phenotype
22250,33216,15502,Posaconazole,drug,aspergillosis,disease,Sinusitis,effect/phenotype
22604,33216,14602,Voriconazole,drug,aspergillosis,disease,Keratitis,effect/phenotype
22380,33216,15456,Amphotericin B,drug,aspergillosis,disease,Visual impairment,effect/phenotype
22380,33216,14992,Itraconazole,drug,aspergillosis,disease,Visual impairment,effect/phenotype
22380,33216,14602,Voriconazole,drug,aspergillosis,disease,Visual impairment,effect/phenotype
23168,33216,15456,Amphotericin B,drug,aspergillosis,disease,Abnormality of the cardiovascular system,effect/phenotype
23168,33216,14992,Itraconazole,drug,aspergillosis,disease,Abnormality of the cardiovascular system,effect/phenotype
23168,33216,15502,Posaconazole,drug,aspergillosis,disease,Abnormality of the cardiovascular system,effect/phenotype
84429,33216,15502,Posaconazole,drug,aspergillosis,disease,Nasal obstruction,effect/phenotype
33751,33216,15456,Amphotericin B,drug,aspergillosis,disease,Pneumonia,effect/phenotype
33751,33216,14992,Itraconazole,drug,aspergillosis,disease,Pneumonia,effect/phenotype
33751,33216,14602,Voriconazole,drug,aspergillosis,disease,Pneumonia,effect/phenotype
33751,33216,15502,Posaconazole,drug,aspergillosis,disease,Pneumonia,effect/phenotype
23011,33216,15456,Amphotericin B,drug,aspergillosis,disease,Dyspnea,effect/phenotype
23011,33216,14992,Itraconazole,drug,aspergillosis,disease,Dyspnea,effect/phenotype
23011,33216,14602,Voriconazole,drug,aspergillosis,disease,Dyspnea,effect/phenotype
23011,33216,15502,Posaconazole,drug,aspergillosis,disease,Dyspnea,effect/phenotype
23002,33216,15456,Amphotericin B,drug,aspergillosis,disease,Headache,effect/phenotype
23002,33216,14992,Itraconazole,drug,aspergillosis,disease,Headache,effect/phenotype
23002,33216,14281,Ketoconazole,drug,aspergillosis,disease,Headache,effect/phenotype
23002,33216,14602,Voriconazole,drug,aspergillosis,disease,Headache,effect/phenotype
23002,33216,15502,Posaconazole,drug,aspergillosis,disease,Headache,effect/phenotype
86671,33216,14992,Itraconazole,drug,aspergillosis,disease,Chronic pulmonary obstruction,effect/phenotype
86674,33216,15456,Amphotericin B,drug,aspergillosis,disease,Hypersensitivity pneumonitis,effect/phenotype
23844,33216,15456,Amphotericin B,drug,aspergillosis,disease,Hepatitis,effect/phenotype
23844,33216,14992,Itraconazole,drug,aspergillosis,disease,Hepatitis,effect/phenotype
23844,33216,14281,Ketoconazole,drug,aspergillosis,disease,Hepatitis,effect/phenotype
23844,33216,14602,Voriconazole,drug,aspergillosis,disease,Hepatitis,effect/phenotype
23844,33216,15502,Posaconazole,drug,aspergillosis,disease,Hepatitis,effect/phenotype
26096,33216,14602,Voriconazole,drug,aspergillosis,disease,Ocular pain,effect/phenotype
26096,33216,15502,Posaconazole,drug,aspergillosis,disease,Ocular pain,effect/phenotype
23000,33216,15456,Amphotericin B,drug,aspergillosis,disease,Seizure,effect/phenotype
23000,33216,14602,Voriconazole,drug,aspergillosis,disease,Seizure,effect/phenotype
23000,33216,15502,Posaconazole,drug,aspergillosis,disease,Seizure,effect/phenotype
25150,33216,15456,Amphotericin B,drug,aspergillosis,disease,Pleural effusion,effect/phenotype
25150,33216,14602,Voriconazole,drug,aspergillosis,disease,Pleural effusion,effect/phenotype
85141,33216,14602,Voriconazole,drug,aspergillosis,disease,Encephalitis,effect/phenotype
23011,30725,14802,Pemetrexed,drug,malignant mesothelioma (disease),disease,Dyspnea,effect/phenotype
23864,30725,14802,Pemetrexed,drug,malignant mesothelioma (disease),disease,Respiratory distress,effect/phenotype
26336,30725,14802,Pemetrexed,drug,malignant mesothelioma (disease),disease,Chest pain,effect/phenotype
22999,30725,14802,Pemetrexed,drug,malignant mesothelioma (disease),disease,Dysphagia,effect/phenotype
23901,33225,15446,Bosentan,drug,systemic sclerosis,disease,Arthralgia,effect/phenotype
24337,33225,15446,Bosentan,drug,systemic sclerosis,disease,Abnormality of the gastrointestinal tract,effect/phenotype
24952,33225,15446,Bosentan,drug,systemic sclerosis,disease,Abnormality of the kidney,effect/phenotype
22982,33225,15446,Bosentan,drug,systemic sclerosis,disease,Pain,effect/phenotype
22939,33225,15446,Bosentan,drug,systemic sclerosis,disease,Renal insufficiency,effect/phenotype
25945,33225,15446,Bosentan,drug,systemic sclerosis,disease,Pruritus,effect/phenotype
25672,33225,15446,Bosentan,drug,systemic sclerosis,disease,Syncope,effect/phenotype
84456,33225,15446,Bosentan,drug,systemic sclerosis,disease,Gastroesophageal reflux,effect/phenotype
26609,33225,15446,Bosentan,drug,systemic sclerosis,disease,Pulmonary arterial hypertension,effect/phenotype
23011,33225,15446,Bosentan,drug,systemic sclerosis,disease,Dyspnea,effect/phenotype
23901,33228,15446,Bosentan,drug,localized scleroderma,disease,Arthralgia,effect/phenotype
84456,33228,15446,Bosentan,drug,localized scleroderma,disease,Gastroesophageal reflux,effect/phenotype
23002,33228,15446,Bosentan,drug,localized scleroderma,disease,Headache,effect/phenotype
22581,33228,15446,Bosentan,drug,localized scleroderma,disease,Erythema,effect/phenotype
24952,33228,15446,Bosentan,drug,localized scleroderma,disease,Abnormality of the kidney,effect/phenotype
22831,33228,15446,Bosentan,drug,localized scleroderma,disease,Arrhythmia,effect/phenotype
22934,27430,17303,Miglustat,drug,Niemann-Pick disease,disease,Thrombocytopenia,effect/phenotype
22457,27430,17303,Miglustat,drug,Niemann-Pick disease,disease,Peripheral neuropathy,effect/phenotype
23153,33241,15493,Bromocriptine,drug,hereditary late onset Parkinson disease,disease,Parkinsonism,effect/phenotype
23153,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,Parkinsonism,effect/phenotype
23153,33241,15291,Ropinirole,drug,hereditary late onset Parkinson disease,disease,Parkinsonism,effect/phenotype
23153,33241,14806,Entacapone,drug,hereditary late onset Parkinson disease,disease,Parkinsonism,effect/phenotype
84675,33241,15493,Bromocriptine,drug,hereditary late onset Parkinson disease,disease,Diplopia,effect/phenotype
84675,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,Diplopia,effect/phenotype
84675,33241,15291,Ropinirole,drug,hereditary late onset Parkinson disease,disease,Diplopia,effect/phenotype
84675,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,Diplopia,effect/phenotype
84675,33241,15333,Rasagiline,drug,hereditary late onset Parkinson disease,disease,Diplopia,effect/phenotype
84675,33241,14806,Entacapone,drug,hereditary late onset Parkinson disease,disease,Diplopia,effect/phenotype
84675,33241,15772,Tolcapone,drug,hereditary late onset Parkinson disease,disease,Diplopia,effect/phenotype
22999,33241,14830,Amantadine,drug,hereditary late onset Parkinson disease,disease,Dysphagia,effect/phenotype
22999,33241,14139,Benzatropine,drug,hereditary late onset Parkinson disease,disease,Dysphagia,effect/phenotype
22999,33241,15493,Bromocriptine,drug,hereditary late onset Parkinson disease,disease,Dysphagia,effect/phenotype
22999,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,Dysphagia,effect/phenotype
22999,33241,15291,Ropinirole,drug,hereditary late onset Parkinson disease,disease,Dysphagia,effect/phenotype
22999,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,Dysphagia,effect/phenotype
22999,33241,15333,Rasagiline,drug,hereditary late onset Parkinson disease,disease,Dysphagia,effect/phenotype
22999,33241,14806,Entacapone,drug,hereditary late onset Parkinson disease,disease,Dysphagia,effect/phenotype
22999,33241,15772,Tolcapone,drug,hereditary late onset Parkinson disease,disease,Dysphagia,effect/phenotype
26606,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,Akinesia,effect/phenotype
26606,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,Akinesia,effect/phenotype
84694,33241,14830,Amantadine,drug,hereditary late onset Parkinson disease,disease,Agitation,effect/phenotype
84694,33241,15493,Bromocriptine,drug,hereditary late onset Parkinson disease,disease,Agitation,effect/phenotype
84694,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,Agitation,effect/phenotype
84694,33241,15291,Ropinirole,drug,hereditary late onset Parkinson disease,disease,Agitation,effect/phenotype
84694,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,Agitation,effect/phenotype
84694,33241,16054,Trihexyphenidyl,drug,hereditary late onset Parkinson disease,disease,Agitation,effect/phenotype
84694,33241,15193,Rotigotine,drug,hereditary late onset Parkinson disease,disease,Agitation,effect/phenotype
84694,33241,15333,Rasagiline,drug,hereditary late onset Parkinson disease,disease,Agitation,effect/phenotype
84694,33241,14806,Entacapone,drug,hereditary late onset Parkinson disease,disease,Agitation,effect/phenotype
84694,33241,15772,Tolcapone,drug,hereditary late onset Parkinson disease,disease,Agitation,effect/phenotype
84704,33241,14139,Benzatropine,drug,hereditary late onset Parkinson disease,disease,Apathy,effect/phenotype
84704,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,Apathy,effect/phenotype
84704,33241,15291,Ropinirole,drug,hereditary late onset Parkinson disease,disease,Apathy,effect/phenotype
84704,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,Apathy,effect/phenotype
84704,33241,15333,Rasagiline,drug,hereditary late onset Parkinson disease,disease,Apathy,effect/phenotype
84704,33241,15772,Tolcapone,drug,hereditary late onset Parkinson disease,disease,Apathy,effect/phenotype
23118,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,Rigidity,effect/phenotype
23118,33241,15333,Rasagiline,drug,hereditary late onset Parkinson disease,disease,Rigidity,effect/phenotype
84357,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,Bradykinesia,effect/phenotype
24262,33241,15291,Ropinirole,drug,hereditary late onset Parkinson disease,disease,Cerebral cortical atrophy,effect/phenotype
84463,33241,14139,Benzatropine,drug,hereditary late onset Parkinson disease,disease,Visual hallucinations,effect/phenotype
84463,33241,15493,Bromocriptine,drug,hereditary late onset Parkinson disease,disease,Visual hallucinations,effect/phenotype
84463,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,Visual hallucinations,effect/phenotype
84463,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,Visual hallucinations,effect/phenotype
23096,33241,14830,Amantadine,drug,hereditary late onset Parkinson disease,disease,Dyskinesia,effect/phenotype
23096,33241,14220,Apomorphine,drug,hereditary late onset Parkinson disease,disease,Dyskinesia,effect/phenotype
23096,33241,15493,Bromocriptine,drug,hereditary late onset Parkinson disease,disease,Dyskinesia,effect/phenotype
23096,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,Dyskinesia,effect/phenotype
23096,33241,15291,Ropinirole,drug,hereditary late onset Parkinson disease,disease,Dyskinesia,effect/phenotype
23096,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,Dyskinesia,effect/phenotype
23096,33241,15193,Rotigotine,drug,hereditary late onset Parkinson disease,disease,Dyskinesia,effect/phenotype
23096,33241,15333,Rasagiline,drug,hereditary late onset Parkinson disease,disease,Dyskinesia,effect/phenotype
23096,33241,14806,Entacapone,drug,hereditary late onset Parkinson disease,disease,Dyskinesia,effect/phenotype
23096,33241,15772,Tolcapone,drug,hereditary late onset Parkinson disease,disease,Dyskinesia,effect/phenotype
22442,33241,16842,Pramipexole,drug,hereditary late onset Parkinson disease,disease,Dementia,effect/phenotype
22442,33241,15291,Ropinirole,drug,hereditary late onset Parkinson disease,disease,Dementia,effect/phenotype
22442,33241,15138,Selegiline,drug,hereditary late onset Parkinson disease,disease,Dementia,effect/phenotype
22442,33241,15333,Rasagiline,drug,hereditary late onset Parkinson disease,disease,Dementia,effect/phenotype
26674,28407,14208,Testosterone,drug,hypogonadotropic hypogonadism,disease,Osteoporosis,effect/phenotype
