drug_index,disease_index,related_phenotypes,related_proteins,drug_name,drug_type,disease_name,disease_type
20324,36279,[22274],"[3840, 13575, 3337, 34058, 2700, 3212, 1037, 13070, 3474, 6290, 2712, 5915, 11419, 6939, 11172, 4264, 12332, 7349, 2486, 3135, 2889, 844, 4432, 1618, 2643, 4312, 11484, 10975, 3552, 1760, 2151, 13161, 490, 8556, 1004, 6636, 22000, 6130, 1781, 9334, 1785, 11130, 5756, 3070]",Triethylenetetramine,drug,calcinosis,disease
14808,33679,"[94408, 23033]","[1760, 8805, 12165, 172, 213, 1494, 509]",Dobutamine,drug,potassium deficiency disease,disease
15173,33598,"[26376, 94264, 23039]","[6144, 8069, 9485, 34574, 34575, 5137, 1810, 13075, 8979, 3350, 3607, 2711, 2329, 29, 11677, 1567, 6175, 802, 6307, 13097, 3114, 5938, 2099, 7346, 7287, 319, 8256, 10434, 2375, 4425, 2889, 4941, 1874, 2515, 11860, 4182, 3289, 4315, 11356, 13535, 7136, 2016, 9570, 5731, 11744, 611, 9448, 4584, 4968, 361, 1004, 8428, 1904, 3060, 373, 9207, 632, 7161]",Dextroamphetamine,drug,stroke disorder,disease
15113,30374,[86671],"[7556, 2693, 10503, 1928, 9994, 4369, 3474, 4497, 11283, 7570, 2329, 3485, 1183, 1567, 2978, 5299, 6836, 7859, 34870, 1479, 201, 2889, 587, 8145, 8917, 3417, 4575, 6125, 3955, 373, 3192, 1785, 1787]",Galantamine,drug,"COPD, severe early onset",disease
20303,33605,"[25744, 94267, 94549, 27095]","[7040, 33913, 8192, 11136, 11143, 1927, 4620, 5137, 2452, 2965, 2329, 22045, 5534, 1567, 3233, 8354, 6309, 6567, 2472, 13097, 3495, 172, 5938, 7607, 2617, 9021, 7872, 321, 5058, 9029, 5963, 11857, 211, 213, 4186, 4315, 3932, 1760, 2401, 8805, 1256, 4969, 361, 9196, 2797, 1004, 21999, 1650, 33907, 2036, 7161, 4348, 3199]",Trolnitrate,drug,hypotensive disorder,disease
14203,33064,"[25824, 88772, 87238, 25415, 84808, 22408, 24394, 90479, 22354, 22613, 24342, 24405, 84826, 22331, 93118]","[8256, 3849, 749]",Medroxyprogesterone acetate,drug,retinal artery occlusion,disease
16085,30813,"[23168, 22788, 84996, 86663, 84363, 87311, 25620, 22555, 84767, 84384, 87331, 84517, 24488, 22953, 87337, 24492, 85040, 23731, 22323, 24502, 25655, 23736, 94136, 86460, 22590, 22977, 26180, 89287, 22984, 85067, 85837, 90191, 85201, 23000, 88282, 23901, 24032, 22497, 23266, 85091, 87526, 25201, 94193, 23157, 23158, 85366, 84728, 84734, 90239]","[8336, 1239, 2616, 668, 6684]",Potassium chloride,drug,Addison disease,disease
14726,29307,"[26180, 85002, 84461, 87508, 85368]","[1760, 13575, 361, 8618, 844, 2797, 9392, 1497]",Melatonin,drug,nephrolithiasis susceptibility caused by SLC26A1,disease
15089,37180,[33728],"[6144, 34295, 3078, 5137, 2585, 1050, 29, 1567, 4640, 33, 22058, 7214, 4155, 8256, 6729, 8269, 3666, 3679, 7267, 6244, 8805, 2151, 1139, 8821, 5248, 4227, 5259, 2712, 33949, 2722, 6845, 2242, 211, 225, 4323, 8428, 2797, 5871, 10993, 12028, 2818, 11013, 4360, 6926, 11542, 2329, 282, 293, 3879, 13097, 5938, 7489, 13122, 2889, 4941, 2381, 4959, 34658, 8035, 34659, 4968, 361, 13161, 8556, 2417, 373, 375, 2429, 11136, 4993, 389, 34182, 11143, 4497, 3474, 11174, 2983, 10154, 4010, 3516, 959, 1987, 7110, 2515, 5078, 21977, 476, 4063, 12255, 21989, 1004, 5101, 12791, 3581, 1534]",Codeine,drug,myocardial infarction (disease),disease
14206,27292,"[23552, 85504, 23050, 85002, 23053, 26125, 86034, 25620, 26647, 85015, 85538, 85539, 85542, 24625, 26674, 85555, 24626, 25655, 84535, 85561, 22585, 87611, 26680, 24637, 85568, 24641, 26180, 85067, 24143, 87632, 84566, 94299, 84573, 23135, 84576, 87649, 85606, 23143, 85608, 86120, 22124, 85614, 23150, 25201, 86130, 92787, 89217, 23172, 24199, 23176, 26249, 85642, 85131, 89228, 24206, 23186, 84626, 86163, 22679, 22682, 86699, 90798, 23728, 86707, 86198, 23230, 86720, 90306, 90307, 24260, 23236, 22736, 22228, 22744, 90334, 90337, 24302, 90360, 22272, 22788, 22790, 22791, 23303, 23832, 23833, 84764, 92960, 22304, 85282, 85285, 22824, 22831, 22323, 22835, 22837, 23864, 23865, 23868, 23368, 23373, 91471, 86883, 85351, 25961, 23914, 84339, 84852, 88949, 25974, 22903, 24952, 84345, 85387, 84876, 22928, 84881, 84371, 23956, 84885, 23955, 24475, 23458, 91042, 24484, 23973, 23462, 22952, 22953, 91049, 84908, 91566, 25522, 22970, 89535, 23488, 90050, 25539, 85442, 22984, 26057, 22476, 22478, 22999, 22488, 23000, 84446, 23007, 84451, 23011, 85476, 23531, 89075, 23541, 94198, 94199, 84477]","[12289, 2310, 7302, 2055, 13706, 6031, 11283, 9497, 7457, 2465, 7074, 13097, 5420, 10413, 34095, 2098, 11445, 9529, 10686, 10946, 10818, 5829, 34890, 8395, 8178, 6011]",Chloroquine,drug,glycogen storage disease,disease
15131,29494,"[22788, 24199, 84616, 23186, 22933, 22934, 26143, 22304, 23203, 84516, 25381, 89255, 23984, 24375, 26681, 89147, 22845, 23230, 33730, 22212, 26180, 33739, 22478, 24143, 84714, 25453, 22511, 26609, 84472, 22908, 22654]","[6002, 1908, 35159, 8733, 3231]",Mesoridazine,drug,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,disease
16793,32977,"[26336, 22977, 22952, 23113, 26312, 25644, 25560, 85040, 23440, 22323, 24340, 25620, 23158, 22679, 23000, 25945, 22555, 22398]","[130, 6532, 7626, 9835, 3955, 8855]",Chlorothiazide,drug,inherited porphyria,disease
14956,33115,"[24320, 25347, 91147, 22675, 85144, 22566, 25254, 26284, 22445, 22447, 93109, 23863, 86863, 90326, 84695, 88407, 22363, 25311, 88553, 23020, 86892, 24309, 87157, 88440, 23545, 25341]","[8385, 3077, 4677, 9126, 12040, 6315, 3118, 526, 35091, 6963, 9813, 4213, 6808, 1049, 574]",Carbamazepine,drug,absence epilepsy,disease
16322,33605,"[25744, 94267, 94549, 27095]","[7040, 33913, 8192, 11136, 11143, 1927, 4620, 5137, 2452, 2965, 2329, 22045, 5534, 1567, 3233, 8354, 6309, 6567, 2472, 13097, 3495, 172, 5938, 7607, 2617, 9021, 7872, 321, 5058, 9029, 5963, 11857, 211, 213, 4186, 4315, 3932, 1760, 2401, 8805, 1256, 4969, 361, 9196, 2797, 1004, 21999, 1650, 33907, 2036, 7161, 4348, 3199]",Levocarnitine,drug,hypotensive disorder,disease
15110,30324,"[84673, 85562, 85618, 22759]",[10319],Fluphenazine,drug,blepharospasm,disease
20311,32033,"[94405, 22759, 22679, 94488, 94489]","[4969, 5578, 4213, 4889]",Calcium gluconate,drug,insomnia (disease),disease
14476,30491,"[26449, 84853, 25854, 22759]","[5203, 341, 9207]",Testosterone cypionate,drug,obstructive sleep apnea syndrome,disease
14310,31618,"[23168, 22272, 86923, 23186, 22291, 22292, 25365, 22682, 84639, 22945, 24611, 24229, 26284, 25147, 25663, 22594, 84432, 23000, 23266, 23268, 22759, 26099, 25597]","[35033, 6567, 6504, 5203, 1012, 341, 13014, 6329, 9469]",Doxepin,drug,congenital central hypoventilation syndrome,disease
14375,33632,"[94305, 22921, 94349, 22929, 23729, 94200, 94363]","[11136, 2434, 130, 7815, 6664, 6926, 2834, 789, 2329, 8733, 6175, 3231, 802, 1322, 2861, 34607, 3509, 568, 2617, 2621, 22077, 7489, 2371, 4550, 8391, 1611, 12629, 3932, 4959, 10084, 8805, 8038, 8556, 2037, 10998, 1535]",Telaprevir,drug,anemia (disease),disease
17333,39880,[23728],"[8556, 13805, 10798, 5137, 34962, 213, 22042, 4447]",Isoleucine,drug,ventricular fibrillation (disease),disease
20337,33656,"[23281, 84387]","[3712, 1760, 11846, 13575, 9320, 12332, 12079, 22000, 11665, 4114, 12371, 789, 2329, 6492, 574, 1567]",Monopotassium phosphate,drug,hypercalcemia disease,disease
16490,37180,[33728],"[6144, 34295, 3078, 5137, 2585, 1050, 29, 1567, 4640, 33, 22058, 7214, 4155, 8256, 6729, 8269, 3666, 3679, 7267, 6244, 8805, 2151, 1139, 8821, 5248, 4227, 5259, 2712, 33949, 2722, 6845, 2242, 211, 225, 4323, 8428, 2797, 5871, 10993, 12028, 2818, 11013, 4360, 6926, 11542, 2329, 282, 293, 3879, 13097, 5938, 7489, 13122, 2889, 4941, 2381, 4959, 34658, 8035, 34659, 4968, 361, 13161, 8556, 2417, 373, 375, 2429, 11136, 4993, 389, 34182, 11143, 4497, 3474, 11174, 2983, 10154, 4010, 3516, 959, 1987, 7110, 2515, 5078, 21977, 476, 4063, 12255, 21989, 1004, 5101, 12791, 3581, 1534]",Pheniramine,drug,myocardial infarction (disease),disease
15467,30714,"[26180, 23908, 22759, 93674, 93675, 24202, 25945, 24475, 89821, 22585]","[417, 8458, 3181, 13230, 11951, 13976, 2329, 11134]",Ethynodiol diacetate,drug,"cholestasis, intrahepatic, of pregnancy",disease
14595,27581,"[85642, 23564, 85008, 22934, 84634, 86304, 22180, 84774, 84519, 23079, 86191, 23859, 86579, 89153, 26180, 85320, 87378, 23764, 22759, 85352, 86005]",[8454],Desmopressin,drug,von Willebrand disease,disease
14255,28441,"[22497, 23457, 26180, 23845, 22759, 89096, 25865, 92813, 23157, 22581, 23158, 88985]","[7872, 11146, 7922, 5733]",Quinapril,drug,hereditary angioedema with C1Inh deficiency,disease
14685,33656,"[23281, 84387]","[3712, 1760, 11846, 13575, 9320, 12332, 12079, 22000, 11665, 4114, 12371, 789, 2329, 6492, 574, 1567]",Progesterone,drug,hypercalcemia disease,disease
16593,33699,"[23866, 94523, 94509]","[4672, 2531, 9671, 4010, 8556, 2797, 5137, 1874, 5938, 7034, 33949, 6175]",Tranexamic acid,drug,pulmonary embolism (disease),disease
20472,33575,"[22467, 84359, 24491, 26702, 85012, 94136, 22493]","[34295, 13830, 7688, 10248, 34312, 34317, 34318, 34319, 34322, 22036, 34327, 2072, 10780, 34332, 5150, 12320, 10275, 34341, 9254, 34345, 13354, 2610, 5176, 6715, 3645, 8765, 2629, 6729, 33868, 1107, 13398, 33887, 3170, 1122, 2148, 11881, 1129, 9323, 33897, 11887, 7792, 116, 4214, 119, 3192, 7287, 4732, 125, 1151, 33923, 33926, 33929, 1162, 7818, 7820, 13455, 4757, 9366, 33941, 2712, 8857, 665, 11419, 33954, 12454, 11431, 33958, 169, 1198, 33967, 33971, 12479, 6848, 8385, 194, 12992, 9923, 1221, 9924, 6855, 4295, 6347, 8396, 1741, 1228, 4817, 8914, 213, 3802, 4832, 4323, 7910, 1766, 3819, 12523, 2797, 9459, 12020, 6901, 6907, 34558, 11523, 772, 34055, 9480, 2825, 5898, 34056, 4368, 279, 2329, 2843, 10012, 4399, 34762, 10746, 3380, 6453, 34763, 34764, 7489, 3910, 2889, 6985, 13642, 34767, 34768, 4435, 2387, 8021, 9049, 34770, 34771, 4959, 2400, 34772, 2408, 4968, 361, 34773, 7021, 34774, 879, 4465, 6001, 882, 3955, 2930, 373, 34775, 2429, 7040, 13185, 5508, 5517, 13709, 3471, 7568, 4497, 10137, 1437, 10654, 9128, 11179, 34220, 34221, 6574, 34223, 2481, 4019, 34227, 34228, 34229, 4536, 6073, 1980, 34748, 34749, 447, 5056, 34750, 1986, 34751, 34752, 34753, 6598, 3014, 1480, 13257, 34754, 34755, 34756, 34757, 34758, 21967, 34759, 34760, 34761, 7123, 7124, 9171, 34765, 34766, 34264, 13273, 34769, 34267, 34268, 989, 5086, 34269, 21981, 34273, 21992, 8682, 9194, 2029, 22000, 34289, 9207, 7161, 9722, 34300]",Lactulose,drug,diabetes mellitus (disease),disease
14941,28208,"[22759, 24491, 22483, 91382, 85559]","[34295, 13830, 7688, 10248, 34312, 34317, 34318, 34319, 34322, 22036, 34327, 2072, 10780, 34332, 5150, 12320, 10275, 34341, 9254, 34345, 13354, 2610, 5176, 6715, 3645, 8765, 2629, 6729, 33868, 1107, 13398, 33887, 3170, 1122, 2148, 11881, 1129, 9323, 33897, 11887, 7792, 116, 4214, 119, 3192, 7287, 4732, 125, 1151, 33923, 33926, 33929, 1162, 7818, 7820, 13455, 4757, 9366, 33941, 2712, 8857, 665, 11419, 33954, 12454, 11431, 33958, 169, 1198, 33967, 33971, 12479, 6848, 8385, 194, 12992, 9923, 1221, 9924, 6855, 4295, 6347, 8396, 1741, 1228, 4817, 8914, 213, 4832, 4323, 7910, 1766, 3819, 12523, 2797, 9459, 6901, 6907, 34558, 11523, 772, 34055, 9480, 2825, 5898, 34056, 4368, 279, 2329, 2843, 10012, 4399, 34762, 10746, 3380, 6453, 34763, 34764, 7489, 3910, 2889, 6985, 13642, 34767, 34768, 4435, 2387, 8021, 9049, 34770, 34771, 4959, 2400, 34772, 2408, 4968, 361, 34773, 7021, 34774, 879, 4465, 6001, 882, 3955, 2930, 373, 34775, 2429, 7040, 13185, 5508, 5517, 13709, 3471, 7568, 4497, 10137, 1437, 10654, 9128, 11179, 34220, 34221, 6574, 34223, 2481, 4019, 34227, 34228, 34229, 4536, 6073, 1980, 34748, 34749, 447, 5056, 34750, 1986, 34751, 34752, 34753, 6598, 3014, 1480, 13257, 34754, 34755, 34756, 34757, 34758, 21967, 34759, 34760, 34761, 7123, 7124, 9171, 34765, 34766, 34264, 13273, 34769, 34267, 34268, 989, 5086, 34269, 21981, 34273, 21992, 8682, 9194, 2029, 22000, 34289, 9207, 7161, 9722, 34300]",Amcinonide,drug,type 2 diabetes mellitus,disease
14150,31072,"[25610, 22679, 22439, 23469, 25520, 85174, 84409, 94396, 87489, 84675, 26180, 33733, 84808, 22354, 22613, 84695, 23002, 25201, 26484, 84469, 23157]",[22049],Morphine,drug,pseudotumor cerebri,disease
14251,27655,"[25277, 25672, 84940, 93935, 23728, 84369, 23089, 22639, 23000, 86141]","[1221, 4447, 9448, 3721, 1968, 10608, 10417, 22042, 945, 1328, 34962, 242, 9466, 61, 7198, 3967]",Tacrolimus,drug,familial long QT syndrome,disease
14293,32905,"[84994, 90760, 84363, 87311, 25746, 85015, 94360, 84767, 84385, 25636, 87333, 22566, 87334, 22953, 87345, 22323, 87348, 24504, 84409, 84411, 22846, 33727, 84675, 25799, 87241, 90189, 90191, 88915, 22613, 85849, 23002, 23901, 85091, 85095, 25704, 25201, 89330, 85367, 84733, 84734]","[2210, 6308, 2756, 2117, 2316, 3501, 3598, 3932]",Glipizide,drug,Sheehan syndrome,disease
15769,33575,"[22467, 84359, 24491, 26702, 85012, 94136, 22493]","[34295, 13830, 7688, 10248, 34312, 34317, 34318, 34319, 34322, 22036, 34327, 2072, 10780, 34332, 5150, 12320, 10275, 34341, 9254, 34345, 13354, 2610, 5176, 6715, 3645, 8765, 2629, 6729, 33868, 1107, 13398, 33887, 3170, 1122, 2148, 11881, 1129, 9323, 33897, 11887, 7792, 116, 4214, 119, 3192, 7287, 4732, 125, 1151, 33923, 33926, 33929, 1162, 7818, 7820, 13455, 4757, 9366, 33941, 2712, 8857, 665, 11419, 33954, 12454, 11431, 33958, 169, 1198, 33967, 33971, 12479, 6848, 8385, 194, 12992, 9923, 1221, 9924, 6855, 4295, 6347, 8396, 1741, 1228, 4817, 8914, 213, 3802, 4832, 4323, 7910, 1766, 3819, 12523, 2797, 9459, 12020, 6901, 6907, 34558, 11523, 772, 34055, 9480, 2825, 5898, 34056, 4368, 279, 2329, 2843, 10012, 4399, 34762, 10746, 3380, 6453, 34763, 34764, 7489, 3910, 2889, 6985, 13642, 34767, 34768, 4435, 2387, 8021, 9049, 34770, 34771, 4959, 2400, 34772, 2408, 4968, 361, 34773, 7021, 34774, 879, 4465, 6001, 882, 3955, 2930, 373, 34775, 2429, 7040, 13185, 5508, 5517, 13709, 3471, 7568, 4497, 10137, 1437, 10654, 9128, 11179, 34220, 34221, 6574, 34223, 2481, 4019, 34227, 34228, 34229, 4536, 6073, 1980, 34748, 34749, 447, 5056, 34750, 1986, 34751, 34752, 34753, 6598, 3014, 1480, 13257, 34754, 34755, 34756, 34757, 34758, 21967, 34759, 34760, 34761, 7123, 7124, 9171, 34765, 34766, 34264, 13273, 34769, 34267, 34268, 989, 5086, 34269, 21981, 34273, 21992, 8682, 9194, 2029, 22000, 34289, 9207, 7161, 9722, 34300]",Valsartan,drug,diabetes mellitus (disease),disease
20238,32980,"[24197, 23178, 23951, 22688, 23079, 85041, 25522, 24113, 85059, 33733, 84806, 22472, 23880, 22859, 23885, 23764, 23000, 22744, 22232, 93533, 93543, 87018, 26609, 23284, 23039]","[1600, 5499, 12548, 9246]",Nystatin,drug,hereditary hemorrhagic telangiectasia,disease
15110,31393,"[84393, 22759]","[11523, 3209, 2825, 4497, 5915, 1567, 10018, 4900, 6453, 5688, 13242, 2629, 1480, 2384, 2387, 213, 12120, 34392, 3552, 864, 3819, 3061]",Fluphenazine,drug,metabolic syndrome X,disease
14212,31047,"[33761, 22759, 23883, 25454, 23887, 85205, 26139, 22845]","[1057, 12837, 3335, 1781, 3607, 1785, 8092, 13884]",Verapamil,drug,aortic valve disease,disease
14235,27746,"[84352, 90753, 89489, 84376, 24475, 84903, 23861, 22585, 23101, 24513, 84806, 22484, 84695, 25945, 22879, 26080, 22753, 23908, 89321, 23276, 26997, 23285, 90999, 23158]","[417, 8458, 3181, 6350, 11951, 15, 13230, 9970, 6454, 13976, 2329, 11134, 8031]",Estradiol,drug,intrahepatic cholestasis,disease
14338,30879,"[85120, 22307, 26180, 25381, 88749, 23984, 25552, 22675, 22933, 23000, 85561, 23038]","[6002, 1908, 8733, 3231]",Colchicine,drug,Kostmann syndrome,disease
15484,30382,[25308],"[8256, 5056, 2017, 611, 5092, 10833, 4497, 10835, 5938, 5137, 4182, 11860, 6936, 3289, 29]",Sibutramine,drug,obsolete susceptibility to ischemic stroke,disease
14560,32243,"[26336, 22978, 86179, 84456, 86154, 22988, 22989, 85042, 22262, 22999]","[4742, 22056, 12842, 35295, 10902, 12766, 4959]",Ergocalciferol,drug,eosinophilic esophagitis,disease
14141,30491,"[26449, 84853, 25854, 22759]","[5203, 341, 9207]",Phenytoin,drug,obstructive sleep apnea syndrome,disease
15521,29946,"[93440, 85249, 93442, 86400, 22788, 22400, 23552, 25468, 85642, 22159, 25236, 23958, 22425, 22939, 24475, 25245, 84770, 22947, 84386, 25637, 22946, 26663, 22824, 26159, 23351, 22457, 24378, 22969, 22841, 88510, 23487, 84800, 24516, 26180, 22982, 22472, 27082, 87508, 93530, 91482, 85214, 85857, 25699, 89192, 22770, 89971, 23284, 90741, 23286, 90485, 85368, 90106, 85627, 24444, 23551]","[8224, 13698, 13575, 1567, 1270, 1944, 5915, 7356, 1151]",Rutin,drug,primary hyperoxaluria,disease
14852,29494,"[22788, 24199, 84616, 23186, 22933, 22934, 26143, 22304, 23203, 84516, 25381, 89255, 23984, 24375, 26681, 89147, 22845, 23230, 33730, 22212, 26180, 33739, 22478, 24143, 84714, 25453, 22511, 26609, 84472, 22908, 22654]","[6002, 1908, 35159, 8733, 3231]",Procainamide,drug,autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,disease
20302,31618,"[23168, 22272, 86923, 23186, 22291, 22292, 25365, 22682, 84639, 22945, 24611, 24229, 26284, 25147, 25663, 22594, 84432, 23000, 23266, 23268, 22759, 26099, 25597]","[35033, 6567, 6504, 5203, 1012, 341, 13014, 6329, 9469]",Potassium Iodide,drug,congenital central hypoventilation syndrome,disease
14156,28547,"[25858, 84357, 24327, 25224, 24331, 23564, 22679, 22680, 22682, 91430, 84675, 22441, 22442, 22443, 22447, 90031, 23089, 23096, 85560, 85561, 85179, 85562, 23101, 23736, 24379, 85184, 84673, 26305, 23483, 26180, 84932, 24262, 84679, 22344, 23113, 23495, 91467, 86987, 24269, 23118, 85065, 89929, 25914, 85074, 85586, 85588, 26706, 22998, 84695, 22999, 89049, 24281, 23515, 85078, 84694, 24286, 23135, 94176, 84577, 84704, 84700, 84708, 22759, 93516, 84409, 26606, 26607, 23153, 85618, 89076, 93302, 89335, 23545]","[8192, 22017, 519, 11, 8212, 9237, 1567, 6175, 6182, 1066, 13355, 557, 12339, 5176, 4152, 2111, 2114, 34374, 6729, 4173, 6739, 4184, 6751, 608, 1650, 3192, 7801, 3199, 3715, 138, 9357, 8855, 664, 9889, 4261, 4784, 3761, 1201, 4278, 1721, 6329, 3774, 6848, 213, 1771, 7404, 7410, 5877, 2296, 3841, 4366, 9487, 6933, 2329, 286, 1311, 5416, 11049, 12586, 34092, 3373, 9005, 5947, 1340, 1863, 1866, 8021, 341, 12120, 4959, 2401, 10082, 2915, 361, 10613, 373, 379, 4485, 13205, 405, 13718, 3490, 2979, 4519, 2984, 13228, 34738, 34739, 34740, 11189, 4536, 35257, 4550, 457, 5581, 1497, 991, 34273, 6116, 34797, 13807, 1012, 7161, 1531]",Amitriptyline,drug,Parkinson disease,disease
17062,33623,"[94280, 22929, 94202, 94311]","[11136, 2434, 130, 7815, 6664, 6926, 2834, 789, 2329, 8733, 6175, 3231, 802, 1322, 2861, 34607, 3509, 568, 2617, 2621, 22077, 7489, 2371, 4550, 8391, 1611, 12629, 3932, 4959, 10084, 8805, 8038, 8556, 2037, 10998, 1535]",Butalbital,drug,macrocytic anemia (disease),disease
20263,33623,"[94280, 22929, 94202, 94311]","[11136, 2434, 130, 7815, 6664, 6926, 2834, 789, 2329, 8733, 6175, 3231, 802, 1322, 2861, 34607, 3509, 568, 2617, 2621, 22077, 7489, 2371, 4550, 8391, 1611, 12629, 3932, 4959, 10084, 8805, 8038, 8556, 2037, 10998, 1535]",Ganciclovir,drug,macrocytic anemia (disease),disease
14685,33699,"[23866, 94523, 94509]","[4672, 2531, 9671, 4010, 8556, 2797, 5137, 1874, 5938, 7034, 33949, 6175]",Progesterone,drug,pulmonary embolism (disease),disease
15856,30374,[86671],"[7556, 2693, 10503, 1928, 9994, 4369, 3474, 4497, 11283, 7570, 2329, 3485, 1183, 1567, 2978, 5299, 6836, 7859, 34870, 1479, 201, 2889, 587, 8145, 8917, 3417, 4575, 6125, 3955, 373, 3192, 1785, 1787]",Naltrexone,drug,"COPD, severe early onset",disease
14993,28714,"[84353, 84482, 22788, 26629, 24199, 23179, 23950, 26383, 26384, 26385, 25235, 86682, 93467, 86686, 84386, 23973, 23208, 88749, 22966, 85561, 23230, 85059, 85060, 84933, 26180, 85203, 88531, 22744, 84952, 85851, 93531, 89207]","[4613, 7462, 1990, 5767, 2889, 5895, 1259, 7607, 3384, 665, 9246]",Phenobarbital,drug,cystic fibrosis,disease
14881,27361,"[86144, 84874, 85008, 23314, 84885, 22552, 88987, 86304, 90273, 22180, 90276, 84774, 23079, 84519, 89004, 85421, 86191, 89391, 86579, 22713, 84797, 22727, 85576, 85320, 84553, 22860, 23244, 87378, 23764, 84438, 26072, 23000, 23002, 23901, 85853, 92895, 93536, 22759, 85352, 87018, 89199, 93298, 23284, 89205, 86005, 93685, 24060, 84478]","[1013, 7183]",Phenylephrine,drug,hemophilia,disease
14840,33714,"[93737, 22987, 22988, 94534]","[2978, 9029, 4425, 12842, 1740, 12766, 4959]",Profenamine,drug,esophagitis (disease),disease
17494,32905,"[84994, 90760, 84363, 87311, 25746, 85015, 94360, 84767, 84385, 25636, 87333, 22566, 87334, 22953, 87345, 22323, 87348, 24504, 84409, 84411, 22846, 33727, 84675, 25799, 87241, 90189, 90191, 88915, 22613, 85849, 23002, 23901, 85091, 85095, 25704, 25201, 89330, 85367, 84733, 84734]","[2210, 6308, 2756, 2117, 2316, 3501, 3598, 3932]",Tesamorelin,drug,Sheehan syndrome,disease
14336,30035,"[25308, 90791]","[8192, 34820, 34821, 8198, 12295, 34822, 2057, 34823, 34824, 34825, 34826, 34827, 15, 12304, 34828, 34829, 34830, 8212, 34831, 22, 34832, 8216, 34833, 12315, 29, 6175, 8230, 43, 2096, 10293, 4151, 6199, 4152, 61, 4171, 6220, 12367, 4175, 2134, 2143, 6244, 2151, 10346, 4213, 4215, 125, 4221, 2188, 144, 178, 6328, 6329, 12479, 12482, 197, 2248, 12489, 12510, 2277, 6374, 10470, 2281, 8437, 8439, 248, 12537, 12538, 10491, 12539, 10495, 8454, 8464, 4369, 6418, 2322, 35088, 10518, 6424, 12571, 6428, 8476, 286, 287, 6440, 12586, 8497, 6453, 6457, 10556, 10559, 321, 12611, 4420, 4425, 2379, 2387, 12629, 341, 2396, 2398, 2401, 363, 12653, 4468, 375, 381, 12671, 4480, 6529, 389, 390, 4489, 6541, 12691, 2452, 10645, 10654, 418, 2472, 10667, 12724, 4536, 2499, 452, 457, 4554, 4566, 4582, 492, 4593, 10744, 4601, 509, 8702, 6657, 4618, 4620, 10764, 526, 527, 525, 10771, 532, 8726, 6679, 2591, 6691, 8747, 560, 10805, 587, 8781, 4686, 10833, 10835, 6739, 6740, 610, 2672, 12915, 8829, 8832, 12931, 2692, 647, 6792, 12937, 8855, 6808, 4760, 666, 676, 2741, 4794, 12987, 4814, 4815, 13024, 2789, 744, 8936, 748, 2797, 6898, 10997, 8960, 11011, 2820, 2825, 13075, 8979, 799, 11043, 8999, 13097, 4909, 4910, 6964, 11062, 11066, 13115, 9021, 4932, 9029, 4937, 4941, 13147, 7006, 864, 866, 9060, 11123, 11136, 11147, 5009, 2966, 5018, 2983, 11179, 2992, 11185, 9148, 13248, 7110, 5063, 968, 5065, 974, 11215, 983, 985, 9180, 11235, 5092, 11239, 9196, 1004, 5100, 1012, 5109, 1014, 11253, 13309, 13313, 5122, 11267, 3080, 5130, 33805, 13330, 33818, 3100, 1057, 5156, 11301, 3111, 13355, 1069, 33840, 33851, 33856, 1089, 33867, 1101, 33870, 33885, 7266, 7267, 5228, 13423, 3199, 1151, 5256, 1162, 13457, 33938, 11412, 9373, 3235, 33955, 33956, 13479, 5292, 33964, 9399, 5306, 3259, 7359, 33985, 1228, 34005, 11479, 1246, 34026, 34027, 34028, 34029, 34030, 34031, 34032, 34033, 34034, 34035, 34036, 34037, 34038, 34039, 34040, 34041, 34042, 34043, 34044, 34045, 34046, 13560, 11523, 1289, 5388, 9487, 3344, 11536, 11539, 9500, 11548, 1311, 1312, 1320, 7466, 3379, 5429, 1335, 3384, 5439, 7490, 7497, 1357, 5454, 13647, 7506, 9558, 3417, 1373, 9574, 1385, 5491, 13688, 7546, 34176, 5507, 3465, 5513, 3466, 3474, 1428, 13718, 9640, 7615, 1475, 1480, 9679, 21972, 1497, 11738, 1503, 13800, 13807, 34290, 9718, 11768, 5624, 11771, 5638, 22024, 13841, 22038, 22039, 5655, 22043, 1567, 11808, 7716, 22057, 3628, 5677, 22068, 13877, 13878, 34358, 3648, 7747, 1605, 22092, 34382, 11857, 7764, 5720, 13915, 3688, 11881, 1650, 13939, 7801, 1658, 1659, 1665, 34434, 5765, 13987, 3764, 9915, 3774, 7877, 9929, 11978, 11992, 5856, 1760, 3812, 1770, 5877, 1785, 34553, 34555, 1798, 1803, 1810, 7955, 7968, 3879, 1836, 7981, 7986, 34612, 1850, 3901, 10047, 34629, 1863, 1866, 5963, 8013, 10062, 10066, 1876, 10074, 3932, 8029, 34654, 1887, 10084, 10093, 1908, 10102, 12166, 1927, 1929, 3980, 12173, 10129, 34722, 4003, 34723, 34724, 34725, 34726, 34727, 34728, 10154, 34729, 34730, 8109, 34731, 34732, 34733, 34734, 34735, 34736, 10164, 34737, 1968, 4023, 4026, 8130, 8136, 6090, 12236, 1996, 12238, 2001, 2002, 4063, 10215, 34792, 34793, 10218, 2027]",Ephedrine,drug,substance abuse/dependence,disease
